00005599-a	B	L	terkandung
00005599-a	B	L	tersirat
00005599-a	B	L	tidak dikesyaki
00005599-a	B	O	mutlak
00005599-a	B	O	penuh
00005599-a	B	X	tanpa ragu
00005674-r	I	X	menghawatirkan
00005718-a	B	L	ketakterhinggaan
00005718-a	B	L	tiada terhad
00005718-a	B	L	tidak berhabisan
00005718-a	B	L	tidak boleh diukur
00005718-a	B	L	tidak terhad
00005718-a	B	L	tidak terhingga
00005718-a	B	L	yg tiada hadnya
00005718-a	B	L	yg tidak berhabisan
00005718-a	B	X	tak terbatas
00005779-r	B	M	bukan alang kepalang
00005779-r	B	M	dengan banyaknya
00005779-r	B	O	bukan main
00005779-r	B	O	jauh
00005779-r	M	O	amat sangat
00005815-v	B	O	batuk kecil
00005815-v	B	O	terbatuk-batuk
00005815-v	B	X	penyakit batuk
00005815-v	B	Y	batuk
00005815-v	M	O	lekuh-lekah
00005839-a	B	L	bernafas
00005839-a	B	L	hidup-hidup
00005839-a	B	L	masih segar
00005839-a	B	L	tempat kediaman
00005839-a	B	L	tempat tinggal
00005839-a	B	L	terus bernyawa
00005839-a	B	L	urip
00005930-n	B	L	cabul
00005930-n	B	L	cebol
00005930-n	B	L	orang kerdil
00005930-n	B	O	kerdil
00006024-n	I	O	heterotrof
00006024-n	I	X	heterotrofik
00006032-a	B	O	relatif
00006032-a	B	X	anak sanak
00006032-a	B	X	boleh dikatakan
00006032-a	B	X	karib
00006032-a	B	X	kaum keluarga
00006032-a	B	X	kaum kerabat
00006032-a	B	X	kulit daging
00006032-a	B	X	mertua
00006032-a	B	X	perkauman
00006032-a	B	X	sanak saudara
00006032-a	B	X	sedara
00006032-a	B	X	tidak dapat dikatakan
00006032-a	B	X	tidak sepenuhnya
00006032-a	B	Y	bandingan
00006032-a	B	Y	komparatif
00006032-a	B	Y	nisbi
00006032-a	B	Y	perbandingan
00006032-a	M	X	relatif
00006034-r	B	O	terlampau
00006100-v	B	L	bacok
00006100-v	B	L	kuda sewaan
00006100-v	B	L	menetak
00006100-v	B	L	menetakkan
00006100-v	B	L	penetakan
00006100-v	B	L	teriakan
00006100-v	B	L	tetak
00006100-v	B	O	batuk
00006100-v	B	O	memakuk
00006100-v	B	O	memekuk
00006100-v	B	O	mengokol
00006105-r	B	L	dengan banyaknya
00006105-r	B	L	kebanyakan
00006105-r	B	O	biasanya
00006105-r	B	X	kebanyakannya
00006105-r	B	X	selalunya
00006105-r	M	O	lazimnya
00006150-n	B	L	ayah bonda
00006150-n	B	L	emak bapa
00006150-n	B	L	ibu bapa
00006150-n	B	L	orang tua
00006238-v	B	L	ludah
00006238-v	B	L	mengkahak
00006238-v	B	O	meludah
00006238-v	B	O	membelahak
00006238-v	B	O	terbelahak
00006245-a	B	L	ada kaitan
00006245-a	B	M	perhubungan
00006245-a	B	X	memiliki hubungan
00006269-n	B	L	aktif
00006269-n	B	L	arus hidup
00006269-n	B	L	atma
00006269-n	B	L	benda hidup
00006269-n	B	L	biografi
00006269-n	B	L	cara hidup
00006269-n	B	L	hayat
00006269-n	B	L	jalan hidup
00006269-n	B	L	jana
00006269-n	B	L	jiwa
00006269-n	B	L	kewujudan
00006269-n	B	L	masih segar
00006269-n	B	L	nyawa
00006269-n	B	L	penuh bersemangat
00006269-n	B	L	sukma
00006269-n	B	L	umur
00006269-n	B	O	hidup
00006269-n	B	O	kehidupan
00006269-n	B	O	takdir
00006269-n	M	O	hidupan
00006336-a	B	L	boleh menyerap
00006336-a	B	L	penyerapan
00006336-a	B	L	terserap
00006336-a	B	O	penghentian
00006484-n	B	X	alveolus
00006484-n	B	X	lubang
00006484-n	B	X	ruang kecil
00006484-n	B	X	yg berkaitan dgn sel
00006484-n	B	Y	sel
00006523-v	B	L	berdengkus
00006523-v	B	L	berdengus
00006523-v	B	L	dengus
00006523-v	B	L	membenci
00006523-v	B	L	mendengkus
00006523-v	B	L	menyemburkan nafas
00006523-v	B	O	mendengus
00006697-v	B	O	mendesah
00006777-a	B	O	membujuk
00006802-v	B	L	cungap-cungap
00006802-v	B	L	engap-engapan
00006802-v	B	L	gempul-gempul
00006802-v	B	L	hembusan
00006802-v	B	L	kembut
00006802-v	B	L	kepul
00006802-v	B	L	kepulan
00006802-v	B	L	menarik nafas
00006802-v	B	L	menggempul
00006802-v	B	L	menghembus
00006802-v	B	L	tercungap-cungap
00006802-v	B	O	mendengus
00006802-v	B	O	mengeluarkan
00006802-v	B	O	terengah-engah
00006802-v	B	X	tercunggap-cunggap
00006802-v	I	O	berembus
00006802-v	I	O	mengembus
00006802-v	I	X	dada menampi
00006802-v	M	O	menghembuskan
00006802-v	M	X	menghembus-hembus
00006858-r	B	L	dengan bijaksana
00006858-r	B	L	popular
00006885-a	B	L	asimilasi
00006885-a	B	X	mampu mengambil
00007012-v	B	L	bertiup
00007012-v	B	L	hembus
00007012-v	B	L	hembus-hembus
00007012-v	B	L	hembusan
00007012-v	B	L	hembuskan
00007012-v	B	L	kempeleng
00007012-v	B	L	membunyikan dgn meniup
00007012-v	B	L	memutuskan arus elektrik,terbakar
00007012-v	B	L	menarik nafas
00007012-v	B	L	menghembus
00007012-v	B	L	menghembuskan nafas
00007012-v	B	L	meniup
00007012-v	B	L	meniupkan
00007012-v	B	L	menumpu
00007012-v	B	L	palu
00007012-v	B	L	pukulan
00007012-v	B	L	puputan
00007012-v	B	L	terbakar
00007012-v	B	L	tercungap-cungap
00007012-v	B	L	tercunggap-cunggap
00007012-v	B	L	tiup
00007012-v	B	L	utit
00007012-v	B	M	tiupan
00007012-v	I	O	berembus
00007012-v	I	O	embus
00007012-v	I	O	mengembus
00007012-v	I	O	menyia-nyiakan
00007012-v	M	O	menghembuskan
00007015-r	B	L	agak-agak
00007015-r	B	L	amma
00007015-r	B	L	antara
00007015-r	B	L	berkenaan
00007015-r	B	L	darihal
00007015-r	B	L	dekat
00007015-r	B	L	di mana-mana sahaja
00007015-r	B	L	di sekeliling
00007015-r	B	L	gabas-gabas
00007015-r	B	L	gelojoh
00007015-r	B	L	hubung
00007015-r	B	L	membeliti
00007015-r	B	L	perihal
00007015-r	B	L	sangka-sangka
00007015-r	B	L	sebahagian
00007015-r	B	L	sedikit
00007015-r	B	L	selingkung
00007015-r	B	L	sesetengah
00007015-r	B	M	kadar
00007015-r	B	M	kimah
00007015-r	B	M	kitar
00007015-r	B	M	secara kasar
00007015-r	B	M	tentang
00007015-r	B	O	beberapa
00007015-r	B	O	berkeliling
00007015-r	B	O	hampir
00007015-r	B	O	keliling
00007015-r	B	O	kira-kira
00007015-r	B	O	lebih kurang
00007015-r	B	O	mengelilingi
00007015-r	B	O	sekitar
00007015-r	B	X	dalam anggaran
00007015-r	B	X	di sekitar
00007015-r	B	X	dlm anggaran
00007015-r	B	X	ke rumah
00007015-r	B	X	kelilingnya
00007015-r	B	Y	kira
00007015-r	I	O	sebagian
00007015-r	M	X	ke pejabat
00007096-a	I	X	menyerap kelembaban
00007193-v	B	O	sesak
00007208-a	B	L	mudah menerima
00007208-a	B	L	penerimaan
00007208-a	B	L	terbuka
00007208-a	I	X	mampu menyerap cairan
