synset_id,lang,goodness,lemma
02090990-v,B,O,terpeleset
02090990-v,I,O,menggelecik
02090990-v,I,O,tergelangsar
02090990-v,I,O,tergelecik
02091300-a,I,O,indikatif
02091410-v,B,O,berjalan
02091410-v,B,O,berpijak
02091410-v,B,O,melangkah
02091410-v,B,O,mengencang
02091410-v,B,O,menjejaki
02091410-v,B,Y,bertapak
02091410-v,B,Y,enjak
02091410-v,B,Y,jejak
02091410-v,B,Y,langkah
02091410-v,B,Y,mengirik
02091410-v,B,Y,menjejak
02091410-v,B,Y,tinjak
02091410-v,I,O,memijak
02091410-v,I,O,pijak
02092039-v,B,O,menjejaki
02092309-v,B,O,berlari
02092309-v,B,O,mempertandingkan
02092476-v,B,O,mengganjur
02092476-v,B,Y,mengundur
02092476-v,B,Y,undur
02092476-v,I,O,hengkang
02093088-v,B,O,berbunyi
02093088-v,B,O,bersiul
02093088-v,B,O,bersiung
02093305-a,B,O,aman
02093305-a,B,O,yakin
02093390-v,B,O,berdebar
02093390-v,B,O,berdebar-debar
02093390-v,B,O,berdengap
02093390-v,B,O,berdenyut
02093390-v,B,O,berkibaran
02093390-v,B,O,membajau
02093390-v,B,O,membanat
02093390-v,B,O,membelasah
02093390-v,B,O,memegas
02093390-v,B,O,memenangi
02093390-v,B,O,memukul
02093390-v,B,O,menakol
02093390-v,B,O,mencemuk
02093390-v,B,O,mendebik
02093390-v,B,O,mendenyut
02093390-v,B,O,mengalahkan
02093390-v,B,O,mengepak-ngepakkan
02093390-v,B,O,mengibas-ngibaskan
02093390-v,B,O,mengirapkan
02093390-v,B,Y,berkibar-kibar
02093390-v,I,O,menggenjot
02093390-v,I,O,mengibar-ngibarkan
02093610-v,B,O,berdebar
02093610-v,B,O,berdebar-debar
02093610-v,B,O,berdengap
02093610-v,B,O,berdenyut
02093610-v,B,O,membajau
02093610-v,B,O,membanat
02093610-v,B,O,membelasah
02093610-v,B,O,memenangi
02093610-v,B,O,memukul
02093610-v,B,O,menakol
02093610-v,B,O,mencemuk
02093610-v,B,O,mendebik
02093610-v,B,O,mendenyut
02093610-v,B,O,mengalahkan
02093610-v,B,O,pukul
02093610-v,I,O,menggenjot
02093888-a,B,O,selamat
02093888-a,B,O,terpelihara
02093920-v,B,O,banting
02093920-v,I,O,mencambuki
02094172-v,B,O,bertepuk
02094172-v,B,O,mengepak-ngepakkan
02094299-v,B,O,bertepuk
02094299-v,B,O,mengepak-ngepakkan
02094388-a,B,O,erat
02094388-a,B,O,kukuh
02094388-a,B,O,teguh
02094428-v,B,O,mencampakkan
02094428-v,B,O,menghempaskan
02094428-v,B,O,terjun
02094428-v,I,O,mengempaskan
02094569-v,B,O,berasak-asak
02094569-v,B,O,meletakkan
02094569-v,B,O,memajuh
02094569-v,B,O,memampat
02094569-v,B,O,memasukkan
02094569-v,B,O,menaruh
02094569-v,B,O,mendesak
02094569-v,B,O,mengapit
02094569-v,B,O,mengasak
02094569-v,B,O,mengendal
02094569-v,B,O,menjejal
02094569-v,B,O,menjepit
02094569-v,B,O,menyelatkan
02094569-v,B,O,menyodok
02094569-v,B,O,menyumbat
02094569-v,B,O,merodok
02094569-v,B,O,merunjam
02094569-v,B,O,merunjang
02094755-a,B,O,berbahaya
02094755-a,B,O,rawan
02094755-a,B,O,rusuh
02094788-v,B,O,lompat
02094788-v,B,O,melompat
02094788-v,B,O,meloncat
02094922-v,B,O,melompati
02095037-a,B,O,berbahaya
02095037-a,B,O,goyah
02095037-a,B,O,goyang
02095060-v,B,O,melintasi
02095060-v,B,O,menyeberangi
02095211-v,B,O,lompat
02095211-v,B,O,meloncat
02095311-a,B,O,aman
02095311-a,B,O,selamat
02095311-a,B,O,terjamin
02095542-a,B,O,tegap
02095545-v,B,O,menaiki
02095545-v,B,O,menunggangi
02095670-a,B,O,ketat
02095786-a,B,O,goyah
02096047-v,B,O,menembak
02096167-v,B,O,makan
02096167-v,B,Y,berpusing
02096167-v,B,Y,berputar
02096167-v,B,Y,memusing
02096167-v,B,Y,memutar
02096167-v,B,Y,menyimpang
02096167-v,B,Y,pusing
02096167-v,B,Y,putar
02096167-v,I,O,gisar
02096494-v,B,O,berkelit
02096494-v,B,O,mengelak
02096494-v,B,O,mengelakkan
02096494-v,B,O,mengelit
02096494-v,B,O,menggelek
02096494-v,B,O,menyagang
02096494-v,B,O,menyelinap
02096604-a,B,O,terbuka
02096670-v,B,O,berdalih
02096670-v,B,O,menepis
02096670-v,B,O,mengelak
02096670-v,B,O,mengelakkan
02097047-v,B,O,menjatuhkan
02097047-v,B,O,menumbangkan
02097047-v,B,O,roboh
02097047-v,B,Y,menumpaskan
02097047-v,B,Y,merebahkan
02097047-v,B,Y,merobohkan
02097047-v,B,Y,runtuh
02097047-v,B,Y,terguling
02097047-v,I,O,sunjam
02097204-v,B,O,melempar
02097204-v,B,O,melontar
02097204-v,B,O,memancarkan
02097204-v,B,O,membuang
02097204-v,B,O,mencampak
02097204-v,B,O,mencampakkan
02097204-v,B,O,menyemburkan
02097268-a,B,O,menggoda
02097480-a,B,O,memikat
02097480-a,B,O,menarik
02097480-a,B,O,menggiurkan
02097480-a,B,O,menggoda
02097544-v,B,O,tersengguk
02097544-v,B,O,tersengguk-sengguk
02097925-v,B,O,keluar
02097925-v,B,O,peluruh
02097925-v,B,O,tanggal
02097925-v,B,O,tersungkap
02098041-v,B,O,bergegas
02098041-v,B,O,meluru
02098041-v,B,O,membetas
02098041-v,B,O,mencabik
02098041-v,B,O,mencaing-caing
02098041-v,B,O,mencarik
02098041-v,B,O,menyobek
02098179-v,B,O,mencuci
02098179-v,B,O,menghanyutkan
02098179-v,B,O,mengumbah
02098827-v,B,O,mengayak
02098827-v,B,O,mengisut
02098827-v,B,O,menyaring
02099075-v,B,O,menari
02099239-v,B,O,membekam
02099239-v,B,O,menyambar
02099239-v,B,O,merampas
02099239-v,B,O,merengkuh
02099239-v,B,O,merentap
02099239-v,I,O,menyabet
02099239-v,I,O,merampasi
02099544-v,B,O,meleret
02099669-v,B,O,menggaruk
02099774-a,B,O,kanan
02099774-a,B,O,senior
02099774-a,I,O,werda
02099829-v,B,O,berlari
02100031-a,B,O,tua
02100176-v,B,O,membanting
02100476-v,B,O,kabur
02100476-v,B,O,minggat
02100476-v,I,O,hengkang
02100566-a,B,O,atasan
02100566-a,B,O,tinggi
02100709-a,B,O,rendah
02100709-a,B,Y,junior
02100709-a,B,Y,muda
02100861-v,B,O,mengendus
02100968-a,B,O,bawahan
02100968-a,B,O,inferior
02100968-a,B,O,rendah
02100968-a,B,O,subordinat
02101046-v,B,O,meniup
02101046-v,B,O,tiup
02101580-a,B,O,sensasi
02101649-v,B,O,memotong
02101649-v,B,O,meninju
02101649-v,B,O,potong
02101757-a,B,O,menggemparkan
02102002-v,B,O,mengelilingi
02102002-v,B,O,menjalani
02102002-v,I,O,bepergian
02102398-v,B,O,menaiki
02102398-v,B,O,menunggangi
02102398-v,B,O,tunggang
02102398-v,I,O,mengendarai
02102484-a,B,O,nyata
02102796-a,B,O,lali
02102840-v,B,O,berkelana
02102840-v,B,O,bertualang
02102840-v,B,O,melanglang
02102840-v,B,O,melayang
02102840-v,B,O,melayapi
02102840-v,B,O,melimbang
02102840-v,B,O,membelar
02102840-v,B,O,mengelana
02102840-v,B,O,mengembara
02102840-v,I,O,bergelayangan
02102840-v,I,O,berlanglang
02102840-v,I,O,melayang-layang
02103021-v,B,O,menaiki
02103162-v,B,O,berjujut-jujutan
02103162-v,B,O,melukis
02103162-v,B,O,menarik
02103162-v,B,O,menggait
02103162-v,B,O,mengganggut
02103162-v,B,O,menghelakan
02103162-v,B,O,mengumbut
02103162-v,B,O,menjujut
02103162-v,B,O,tarik
02103162-v,I,O,menghela
02103333-a,B,O,kebas
02103481-a,B,O,peka
02103481-a,B,O,sensitif
02103982-a,B,O,peka
02104161-v,B,O,serang
02104373-v,B,O,melumatkan
02104373-v,B,O,mengganyang
02104373-v,B,O,menggulingkan
02104373-v,B,O,menghancurkan
02104373-v,B,O,menghancurleburkan
02104373-v,B,O,menghancurluluhkan
02104373-v,I,O,merapun
02104503-v,I,O,membungkuk
02104600-a,B,O,rengsa
02105082-v,B,O,melejit
02105082-v,B,O,melompat
02105082-v,B,O,melonjak-lonjak
02105082-v,B,O,mencolot
02105082-v,I,O,dompak
02105082-v,I,O,doncang
02105176-a,B,O,reaktif
02105603-a,B,O,kebas
02105603-a,B,O,lali
02105810-v,B,O,mencatat
02105810-v,B,O,mencerna
02105810-v,B,O,mencernakan
02105810-v,B,O,mendaftar
02105810-v,B,O,mendaftarkan
02105990-a,B,O,peka
02105990-a,B,Y,sensitif
02106006-v,B,O,berasa
02106006-v,B,O,mengawai
02106006-v,B,O,merasakan
02106006-v,B,O,rasa
02106006-v,I,O,merasa
02106506-v,B,O,mafhum
02106506-v,B,O,melihat
02106506-v,B,O,memafhumi
02106506-v,B,O,memahami
02106506-v,B,O,menangkap
02106506-v,B,O,mencerap
02106506-v,B,O,menganggap
02106506-v,B,O,mengarifkan
02106506-v,B,O,nampak
02106506-v,B,Y,mengarifi
02106506-v,B,Y,mengerti
02106506-v,I,O,merasa
02106509-a,B,O,bengkeng
02107162-a,B,O,kejam
02107248-v,B,O,memapak
02107248-v,B,O,menampung
02107248-v,B,O,mendapat
02107248-v,B,O,menerima
02107248-v,B,O,mengarik
02107248-v,B,O,menyambut
02107248-v,B,O,terima
02107386-a,B,O,kebas
02107442-v,B,O,mendapat
02107442-v,B,O,mendengar
02107442-v,B,O,menerima
02107588-v,B,O,menduga
02107588-v,B,O,menelah
02107588-v,B,O,meramalkan
02108026-v,B,O,ada
02108026-v,B,O,beroleh
02108026-v,B,O,memapak
02108026-v,B,O,membawa
02108026-v,B,O,memiliki
02108026-v,B,O,memperoleh
02108026-v,B,O,mempunyai
02108026-v,B,O,menampung
02108026-v,B,O,mendapat
02108026-v,B,O,mendapati
02108026-v,B,O,mendapatkan
02108026-v,B,O,mengadakan
02108026-v,B,O,mengalami
02108026-v,B,O,mengambil
02108026-v,B,O,menghayati
02108026-v,B,O,menjalani
02108026-v,B,O,menyambut
02108026-v,I,O,mengantongi
02108377-v,B,O,ada
02108377-v,B,O,memiliki
02108377-v,B,O,menanggung
02108377-v,B,O,mengalami
02108377-v,B,O,menjalani
02108377-v,B,O,merasai
02108654-v,B,O,beroleh
02108654-v,B,O,dapat
02108654-v,B,O,memapak
02108654-v,B,O,membawa
02108654-v,B,O,menampung
02108654-v,B,O,mendapat
02108654-v,B,O,mendapati
02108654-v,B,O,mendapatkan
02108654-v,B,O,menerima
02108654-v,B,O,mengambil
02108654-v,B,O,menyambut
02108654-v,B,O,terima
02108654-v,B,Y,memperoleh
02108654-v,I,O,mengantongi
02108665-a,B,O,deria
02108672-n,I,O,buldog
02108791-v,B,O,bangun
02108791-v,B,O,berantuk
02108791-v,B,O,kebentok
02108791-v,B,O,melagakkan
02108791-v,B,O,melanda
02108791-v,B,O,melebas
02108791-v,B,O,melenda
02108791-v,B,O,membajau
02108791-v,B,O,membelasah
02108791-v,B,O,membuat
02108791-v,B,O,memukul
02108791-v,B,O,menabrak
02108791-v,B,O,menakol
02108791-v,B,O,mencemuk
02108791-v,B,O,mencepol
02108791-v,B,O,menggampar
02108791-v,B,O,menggetok
02108791-v,B,O,menubruk
02108791-v,B,O,menyambar
02108791-v,B,O,menyontok
02108791-v,B,O,serang
02108791-v,B,O,terlanda
02108791-v,B,O,tertabrak
02108791-v,I,O,demik
02108791-v,I,O,menggenjot
02108791-v,I,O,menggerayangi
02108791-v,I,O,menoyor
02108791-v,I,O,tersadar
02109045-v,B,O,ambil
02109190-v,B,O,kesakitan
02109190-v,B,O,membetahkan
02109190-v,B,O,memikul
02109190-v,B,O,menahan
02109190-v,B,O,menanggung
02109190-v,B,O,menderita
02109190-v,B,O,mengalami
02109404-v,B,O,bersabar
02109404-v,B,O,sabar
02109404-v,I,O,memperbolehkan
02109645-v,B,O,berjangkit
02109645-v,B,O,dapat
02109645-v,B,O,mendapat
02109678-a,B,Y,berlainan
02109678-a,B,Y,terpisah
02109818-v,B,O,berpulang
02109818-v,B,O,mangkat
02109818-v,B,Y,mampus
02109818-v,B,Y,mati
02109818-v,B,Y,meninggal
02109818-v,B,Y,wafat
02110082-v,B,O,berjumpa
02110082-v,B,O,derita
02110082-v,B,O,kesakitan
02110082-v,B,O,mengalami
02110082-v,B,O,menghadapi
02110161-a,B,O,berjauhan
02110161-a,B,O,berpisah
02110161-a,B,O,tersendiri
02110220-v,B,O,mengalami
02110220-v,B,O,menghayati
02110220-v,B,O,menjalani
02110220-v,B,O,menyaba
02110220-v,B,O,merasai
02110220-v,B,O,merasakan
02110220-v,B,O,merodong
02110220-v,B,O,pengalaman
02110447-a,B,O,keseorangan
02110447-a,B,O,sepi
02110447-a,B,O,sunyi
02110447-a,B,O,terasing
02110447-a,B,O,terpencil
02110552-v,B,O,merasakan
02110552-v,B,O,rasa
02110552-v,I,O,merasa
02110778-a,B,O,terpisah
02110793-v,B,O,memperoleh
02110793-v,B,O,mempunyai
02110793-v,B,O,mendapat
02110927-v,B,O,menguasai
02110927-v,B,O,menundukkan
02111095-a,B,O,keseorangan
02111684-a,B,Y,berkongsi
02111684-a,B,Y,gabungan
02111684-a,I,O,bersama
02111838-v,B,O,membiaskan
02111981-a,B,O,berpuak-puak
02111981-a,B,O,bersuku-suku
02112029-v,B,O,membeberkan
02112029-v,B,O,membongkar
02112029-v,B,O,mendedahkan
02112029-v,B,O,menyingkap
02112029-v,B,O,menyingkapkan
02112029-v,I,O,mengekspos
02112108-a,B,O,serempak
02112701-a,B,O,berkongsi
02112701-a,B,O,bersatu
02112701-a,B,O,bersekutu
02112701-a,B,O,kolektif
02112701-a,I,O,bersama
02112891-v,B,O,menganginkan
02112891-v,B,O,mengudarakan
02113191-a,B,O,bersih
02113335-n,I,O,pudel
02113827-a,B,O,bernanah
02114100-n,B,Y,serigala
02114100-n,B,Y,zib
02114367-n,B,O,serigala
02115096-n,B,O,jakal
02115273-v,B,O,berkarat
02115273-v,B,O,dempak
02115273-v,B,O,lembap
02115273-v,B,O,melindap
02115273-v,B,O,membebani
02115273-v,B,O,memberati
02115273-v,B,O,mengantuk
02115273-v,B,O,mengebaskan
02115273-v,B,O,mengurangkan
02115324-a,B,O,antiseptik
02115430-v,B,O,bingung
02115430-v,B,O,menakjubkan
02115430-v,B,O,mengagumkan
02115430-v,B,O,terpegun
02115618-v,B,O,membingungkan
02115618-v,B,O,membius
02115641-n,B,Y,dingo
02115759-a,B,O,mandul
02115759-a,B,O,steril
02115759-a,I,O,aseptik
02115778-v,B,O,memeka
02115913-n,B,O,ajak
02116118-v,B,O,mencambuk
02116118-v,B,O,mengarih
02116118-v,B,O,merangsang
02116118-v,B,O,merenyukkan
02116118-v,B,Y,memanjakan
02116118-v,I,O,menggairahkan
02116118-v,I,O,merangsangkan
02116473-a,B,O,bersih
02116473-a,B,O,suci
02117135-n,B,O,dubuk
02117135-n,B,O,serigala
02117135-n,I,O,hiena
02117170-v,I,O,menyia-nyiakan
02117464-a,B,O,asing
02117534-v,B,O,membangatkan
02117534-v,B,O,mempercepat
02117534-v,B,O,mengasah
02117534-v,B,O,mengilir
02117900-n,B,O,dubuk
02117955-v,B,O,menangkap
02117955-v,B,O,mengarik
02117955-v,B,O,meringkus
02118047-a,B,O,antiseptik
02118242-v,B,O,bermimpi
02118242-v,B,O,membayangkan
02118242-v,B,O,memimpikan
02118242-v,B,O,mengigau
02118242-v,B,O,mimpi
02118333-n,B,O,rubah
02118333-n,B,Y,musang
02118379-a,B,O,serius
02118379-a,B,O,sungguh-sungguh
02118476-v,B,O,memerhatikan
02118476-v,B,O,memonten
02118476-v,B,O,mengangkakan
02118476-v,B,O,menghiraukan
02118476-v,B,O,perasan
02118476-v,B,Y,melihat
02118476-v,B,Y,mencatatkan
02118476-v,B,Y,tanda
02118840-a,B,O,gigih
02118840-a,B,O,sungguh-sungguh
02118933-v,B,O,bertinjau-tinjauan
02118933-v,B,O,melihat
02118933-v,B,O,memantau
02118933-v,B,O,mematuhi
02118933-v,B,O,membelek
02118933-v,B,O,memerhatikan
02118933-v,B,O,mencatat
02118933-v,B,O,mencatatkan
02118933-v,B,O,mencerap
02118933-v,B,O,mengajuk
02118933-v,B,O,mengamati
02118933-v,B,O,mengawasi
02118933-v,B,O,menghiraukan
02118933-v,B,O,meninjau
02118933-v,B,O,menonton
02118933-v,B,O,tinjau-meninjau
02119213-a,B,O,serius
02119241-v,B,O,melayaskan
02119241-v,B,O,melengahkan
02119241-v,B,O,membelakangi
02119241-v,B,O,membelakangkan
02119241-v,B,O,mencapak
02119241-v,B,O,mendiamkan
02119241-v,B,O,mengabaikan
02119241-v,B,O,mengesampingkan
02119241-v,B,O,menyampingkan
02119241-v,B,O,menyisihkan
02119241-v,I,O,melayas
02119241-v,I,O,mempercapak
02119470-v,B,O,mengimbas
02119659-v,B,O,melelas
02119659-v,B,O,menggarut
02119659-v,B,O,risau
02119716-a,B,O,betul-betul
02119716-a,B,O,jati
02119716-a,B,O,sejati
02119716-a,B,O,tulen
02119874-v,B,O,bergesek
02119874-v,B,O,bergesel
02119874-v,B,O,kebirahan
02119874-v,B,O,membarut
02119874-v,B,O,mencalarkan
02119874-v,B,O,menceker
02119874-v,B,O,mencetus
02119874-v,B,O,mencoret
02119874-v,B,O,mengakas
02119874-v,B,O,menggaruk
02119874-v,B,O,menggeret
02119874-v,B,O,menggesek
02119874-v,B,O,menggesel
02119874-v,B,O,menggosok-gosok
02119874-v,B,O,menggurat
02119874-v,B,O,mengurut
02119874-v,B,Y,bercakar-cakaran
02119874-v,B,Y,garu
02119874-v,B,Y,gosok
02119874-v,B,Y,keruk
02119874-v,B,Y,mencakar
02119874-v,B,Y,mengesek
02119874-v,B,Y,menggaru
02119874-v,B,Y,menggosok
02119874-v,B,Y,mengokot
02119971-a,B,O,bijak
02119971-a,B,O,wajar
02120140-v,B,O,menggelatak
02120140-v,B,O,menggelikan
02120140-v,B,O,menggili-gili
02120140-v,B,O,merangsang
02120140-v,I,O,menggelitik
02120150-a,B,O,serius
02120451-v,B,O,menggigit
02120451-v,B,O,menghanguskan
02120451-v,B,O,menokak
02120451-v,B,Y,bakar
02120451-v,B,Y,membakar
02120451-v,B,Y,memedihkan
02120451-v,B,Y,menyala
02120451-v,B,Y,menyalakan
02120451-v,B,Y,menyengat
02120451-v,B,Y,sengat
02120451-v,B,Y,terbakar
02120451-v,I,O,gigit
02120458-a,B,O,remeh
02120458-a,B,O,semberono
02120458-a,I,O,sembrono
02120828-a,B,O,bukan-bukan
02120828-a,B,O,gila-gila
02120828-a,B,O,mengarut
02121048-v,B,O,bakar
02121048-v,B,O,membakar
02121188-v,B,O,gatal
02121511-v,B,O,membencanai
02121511-v,B,O,membencanakan
02121511-v,B,O,mencacati
02121511-v,B,O,mengalami
02121511-v,B,O,menyakiti
02121511-v,B,O,menyakitkan
02121511-v,B,Y,menderita
02121511-v,B,Y,perit
02121511-v,B,Y,sakit
02121511-v,B,Y,sengsai
02121572-a,B,O,ringan
02121620-n,B,Y,kucing
02121958-v,B,O,kelaparan
02121958-v,B,O,melaparkan
02122060-v,B,O,kehausan
02122164-v,B,O,cedera
02122164-v,B,O,melukai
02122164-v,B,O,membencanai
02122164-v,B,O,membencanakan
02122164-v,B,O,mencacati
02122164-v,B,O,mencederakan
02122164-v,B,O,menyakiti
02122164-v,B,O,menyakitkan
02122164-v,B,O,tertikam
02122164-v,B,Y,memedihkan
02122164-v,B,Y,perit
02122164-v,B,Y,sakit
02122164-v,I,O,mencelakai
02122164-v,I,O,terluka
02122298-n,B,O,kucing
02122522-v,B,O,bertingkah
02122665-v,B,O,berdegap-degap
02122665-v,B,O,berdenyut
02122665-v,B,O,berdetak
02122665-v,B,O,memukul
02122665-v,B,O,mendenyut
02122665-v,B,O,mengetuk
02122665-v,B,O,menggeletik
02122665-v,I,O,berdampung-dampung
02122665-v,I,O,mendetak
02122665-v,I,O,mengentak-entak
02122715-a,B,O,nakal
02123007-a,B,O,berloncatan
02123007-a,B,O,lincah
02123118-a,B,O,mengejek
02123118-a,B,O,mengusik
02123175-v,B,O,menembak
02123175-v,B,O,tembak
02123314-a,B,Y,bersungguh-sungguh
02123314-a,B,Y,serius
02123314-a,B,Y,sungguh-sungguh
02123314-a,B,Y,waras
02123424-v,B,O,memusut
02123424-v,B,O,menusuk
02123424-v,B,O,menyengat
02123424-v,B,O,pedih
02123424-v,B,O,sengat
02123475-a,B,O,terpilih
02123475-a,I,O,pilihan
02123672-v,B,O,berbau
02123672-v,B,Y,bau
02123672-v,B,Y,terbau
02124106-v,B,O,berbau
02124106-v,B,O,busuk
02124253-a,B,O,berfungsi
02124253-a,B,O,berjalan
02124332-v,B,O,menghidu
02124501-v,B,O,tabik
02124748-v,B,O,berbau
02124748-v,B,O,membaui
02124748-v,B,O,membauni
02124748-v,B,Y,bau
02124748-v,B,Y,mencium
02124748-v,B,Y,mengendus
02124748-v,B,Y,menghidu
02124748-v,B,Y,menyenguk
02124748-v,B,Y,senguk
02124748-v,I,O,hidu
02125032-v,B,O,mengendus
02125032-v,B,Y,mencium
02125032-v,B,Y,menghidu
02125032-v,B,Y,menyenguk
02125032-v,B,Y,senguk
02125032-v,I,O,hidu
02125223-v,B,O,berbulang
02125223-v,B,O,berlilit
02125223-v,B,O,meliliti
02125223-v,B,O,memuntir
02125223-v,B,O,mengesan
02125223-v,B,O,menghidu
02125223-v,B,O,mengudar
02125223-v,B,O,terbau
02125223-v,I,O,memilin-milin
02125223-v,I,O,mendangkar
02125223-v,I,O,merasa
02125311-n,B,O,puma
02125409-a,B,O,menetap
02125409-a,B,Y,bermastautin
02125409-a,B,Y,penduduk
02125409-a,B,Y,penghuni
02125409-a,B,Y,warga
02125641-v,B,O,semerbak
02126140-a,B,Y,berdasarkan
02126152-v,B,O,menghidu
02126152-v,B,O,menyenguk
02126382-v,B,O,mengharumkan
02126382-v,B,O,mewangikan
02126430-a,B,O,bertempat
02126430-a,B,O,terletak
02126430-a,I,O,berlokasi
02126686-v,B,O,menyanjung
02127100-v,B,O,mengasap
02127100-v,B,O,mengasapi
02127159-a,B,O,bergelandangan
02127159-a,B,O,bertualang
02127159-a,B,O,terapung
02127159-a,B,Y,pengembara
02127358-v,B,O,mengusik
02127358-v,B,O,menjamah
02127358-v,B,O,menyinggung
02127358-v,B,O,sentuh
02127358-v,B,O,sentuhan
02127808-n,B,O,kucing
02127815-a,B,O,penghijrahan
02127853-v,B,O,hilang
02127853-v,B,O,kehilangan
02127853-v,B,O,ketinggalan
02127853-v,B,O,luncas
02127853-v,B,O,menghilangkan
02127853-v,B,O,merindukan
02127853-v,B,O,rindu
02127853-v,B,O,tenggelam
02127853-v,B,O,tertinggal
02128066-v,B,O,menemukan
02128084-a,B,O,berkelana
02128084-a,B,O,mengembara
02128286-v,B,O,menyaksikan
02128388-a,B,O,mengembara
02128653-v,B,O,mengawasi
02128653-v,B,Y,lihat
02128653-v,B,Y,melihat
02128653-v,B,Y,memandang
02128653-v,B,Y,mencerap
02128653-v,B,Y,mengamati
02128653-v,B,Y,mengelih
02128653-v,B,Y,menonton
02128653-v,I,O,intip
02128653-v,I,O,tengok
02128736-a,B,O,bergelandangan
02128736-a,B,O,bertualang
02128873-v,B,O,berjumpa
02128873-v,B,O,bertemu
02128873-v,B,O,lihat
02128873-v,B,O,mencari
02128873-v,B,O,mendapatkan
02128873-v,B,O,menemukan
02128873-v,B,O,menjumpai
02128873-v,B,O,menyaba
02128873-v,B,O,menyaksikan
02128873-v,B,O,nampak
02128873-v,I,O,tengok
02128925-n,B,O,jaguar
02129165-n,B,Y,asad
02129165-n,B,Y,singa
02129289-v,B,O,menyaba
02129289-v,B,Y,lihat
02129289-v,B,Y,melihat
02129289-v,B,Y,mengamati
02129289-v,B,Y,mengelih
02129289-v,B,Y,nampak
02129289-v,I,O,perhati
02129604-n,B,Y,harimau
02129604-n,I,Y,macan
02129709-v,B,O,berjumpa
02129709-v,B,O,bertemu
02129709-v,B,O,melihat
02129709-v,B,O,memahami
02129709-v,B,O,mengetahui
02129709-v,B,O,nampak
02129908-a,B,O,berazam
02129908-a,B,O,bertekad
02130160-v,B,O,melihat
02130160-v,B,O,menengok
02130160-v,B,O,mengamati
02130160-v,B,O,menghadiri
02130160-v,B,O,menonton
02130272-a,B,O,kukuh
02130272-a,B,O,muktamad
02130272-a,B,O,tegas
02130272-a,B,O,teguh
02130272-a,B,O,tetap
02130300-v,B,O,bertafakur
02130300-v,B,O,melihat
02130300-v,B,O,memandang
02130300-v,B,O,membilang
02130300-v,B,O,membilangkan
02130300-v,B,O,mengamati
02130300-v,B,O,menganggap
02130300-v,B,O,menghinap-hinap
02130300-v,B,O,menimbang
02130300-v,B,O,merenung
02130300-v,I,O,berpikir-pikir
02130300-v,I,O,memelototi
02130300-v,I,O,menyangkakan
02130524-v,B,O,kelihatan
02130524-v,B,O,melihat
02130524-v,B,O,memandang
02130524-v,B,O,menengok
02130672-a,B,O,tentatif
02130821-a,B,O,terbuka
02131072-a,B,O,memberahikan
02131072-a,B,O,seksi
02131279-v,B,O,melihat
02131279-v,B,O,memantau
02131279-v,B,O,memasuki
02131279-v,B,O,membelek
02131279-v,B,O,memeriksa
02131279-v,B,O,mengecek
02131279-v,B,O,menguji
02131279-v,B,O,menyaba
02131279-v,B,O,menyelidik
02131279-v,I,O,mengekol
02131279-v,I,O,mengobservasi
02131653-n,B,Y,beruang
02131668-a,B,O,bernafsu
02131668-a,B,O,gasang
02131958-a,B,O,gatal
02131963-v,B,O,mengawasi
02131963-v,I,O,mengobservasi
02132080-a,B,O,berahi
02132080-a,B,O,erotik
02132080-a,B,O,terangsang
02132224-a,B,O,lucah
02132735-a,B,O,seks
02132735-a,B,O,seksual
02132745-v,B,O,menatap
02132745-v,B,O,menentang
02132745-v,B,O,merenung
02132745-v,B,Y,melihat
02132745-v,B,Y,menenung
02132745-v,B,Y,tilikan
02132745-v,I,O,celang
02132745-v,I,O,renung
02133185-v,B,O,bertafakur
02133185-v,B,O,memandang
02133185-v,B,O,membilang
02133185-v,B,O,membilangkan
02133185-v,B,O,menganggap
02133185-v,B,O,menghinap-hinap
02133185-v,B,O,menghormati
02133185-v,B,O,menimbang
02133185-v,B,O,merenung
02133185-v,I,O,berpikir-pikir
02133185-v,I,O,menyangkakan
02133435-v,B,O,mencagun
02133435-v,B,O,menongol
02133435-v,B,O,muncul
02133435-v,B,O,tampak
02133435-v,B,O,tampaknya
02133435-v,B,O,terbit
02133435-v,B,O,tersembul
02133435-v,B,O,tersempul
02133435-v,B,Y,kelihatan
02133435-v,B,Y,lagak
02133435-v,B,Y,lihat
02133435-v,B,Y,merupa
02133435-v,B,Y,nampak
02133435-v,B,Y,seolah-olah
02133779-a,B,O,gasang
02134050-v,B,O,membuat
02134162-a,B,O,gila-gila
02134232-v,B,O,potong
02134350-v,B,O,berasa
02134350-v,B,O,rasa
02134350-v,B,O,terasa
02134350-v,I,O,merasa
02134397-a,B,O,lucah
02134397-a,B,O,pornografi
02134557-a,B,O,menggoda
02134672-v,B,O,jelas
02134672-v,B,O,kelihatan
02134672-v,B,O,menongol
02134672-v,B,O,muncul
02134672-v,B,O,tampak
02134672-v,B,O,terasa
02134672-v,B,O,terbit
02134672-v,B,O,ternyata
02134672-v,B,O,tersembul
02134672-v,B,O,tersempul
02134672-v,B,Y,kelihatannya
02134672-v,B,Y,nampak
02134927-v,B,O,berbahaya
02134927-v,B,O,membahana
02134927-v,B,O,membunyikan
02135048-v,B,O,berbunyi
02135220-n,B,O,musang
02135389-a,B,O,seks
02135389-a,B,Y,seksual
02135487-v,B,O,melirik
02135487-v,B,O,memacak
