synset_id,lang,goodness,lemma
00077606-v,B,O,tersedak
00077619-r,B,O,mahal
00077645-a,B,O,kecut
00077645-a,B,Y,cuak
00077645-a,B,Y,geman
00077645-a,B,Y,gemang
00077645-a,B,Y,gentar
00077645-a,B,Y,gerun
00077645-a,B,Y,jeri
00077645-a,B,Y,keder
00077645-a,B,Y,takut
00077645-a,I,O,risih
00077698-v,B,O,cekuk
00077698-v,B,O,melemaskan
00077698-v,B,O,membungkam
00077698-v,B,O,mencekik
00077698-v,B,O,menyengapkan
00077698-v,B,Y,kesimpatan
00077698-v,B,Y,lemas
00077698-v,B,Y,memengapkan
00077698-v,B,Y,sebat
00077698-v,B,Y,tercekik
00077698-v,B,Y,tersedak
00077747-r,B,O,sungguh
00077950-v,B,O,tersedak
00077950-v,B,Y,cekikan
00077950-v,B,Y,cekuk
00077950-v,B,Y,mencekik
00077950-v,B,Y,menindas
00077950-v,B,Y,tercekik
00077950-v,I,O,cekik
00077981-n,I,O,terinfeksi
00078050-r,B,O,sebaliknya
00078138-v,B,O,kesejukan
00078138-v,B,O,membeku
00078138-v,B,Y,beku
00078138-v,B,Y,membekukan
00078401-v,B,O,kesakitan
00078401-v,B,O,menderita
00078401-v,B,O,mengalami
00078576-a,B,O,ketakutan
00078665-v,B,O,sakit
00078665-v,B,O,uzur
00078760-v,B,O,mengemong
00078760-v,B,O,menghidupi
00078760-v,B,Y,memelihara
00078760-v,B,Y,menjaga
00078760-v,B,Y,merawat
00078760-v,B,Y,rawat
00078760-v,I,O,mengobati
00079018-n,B,O,beli
00079018-n,B,O,pembelian
00079018-n,B,O,perolehan
00079107-r,B,O,pasti
00079212-n,B,O,penebusan
00079398-n,B,O,perdagangan
00079398-n,B,O,perniagaan
00079470-v,B,O,meluruskan
00079470-v,B,O,mematutkan
00079470-v,B,O,membenarkan
00079470-v,B,O,membetulkan
00079470-v,B,O,mencocokkan
00079485-a,B,O,takut
00079617-r,B,O,bersifat
00079629-a,B,O,takut
00079947-r,B,O,melampaui
00079947-r,B,O,melewati
00079951-v,B,O,mengairi
00080304-v,B,O,merawat
00080357-a,B,O,cemas
00080357-a,B,O,gentar
00080357-a,B,O,gerun
00080357-a,B,O,panik
00080698-a,B,O,kaku
00080705-v,B,O,membelai
00080705-v,B,O,menunggui
00080705-v,B,O,rawat
00080743-n,B,O,permintaan
00080890-r,B,O,gila-gilaan
00081072-v,B,O,mengurus
00081072-v,B,O,menjalankan
00081072-v,B,O,menyalurkan
00081072-v,B,O,menyelenggarakan
00081072-v,I,O,menadbirkan
00081486-r,B,O,harian
00081486-r,B,O,sehari-hari
00081572-n,B,O,pembelian
00081671-a,B,O,berani
00081671-a,B,O,megak
00081671-a,B,O,pemberani
00081725-v,B,Y,memulihkan
00081725-v,B,Y,mengafiatkan
00081725-v,B,Y,menyembuhkan
00081725-v,B,Y,penyembuhan
00081725-v,B,Y,sembuh
00081725-v,I,O,mengobati
00081725-v,I,O,mengobatkan
00081737-r,B,Y,tahunan
00081836-n,B,Y,belanja
00081836-n,B,Y,berbelanja
00081836-n,B,Y,perbelanjaan
00082081-v,B,O,bantuan
00082081-v,B,O,melambuk
00082081-v,B,O,membantu
00082081-v,B,O,membela
00082081-v,B,O,mengembari
00082081-v,B,O,menolong
00082081-v,B,O,menunjang
00082081-v,B,O,menyantuni
00082081-v,B,O,menyumbang
00082081-v,B,O,tolong
00082081-v,B,Y,pertolongan
00082241-a,B,Y,agresif
00082241-a,B,Y,garang
00082308-v,B,O,kesenangan
00082308-v,B,O,melegakan
00082308-v,B,O,melembutkan
00082308-v,B,O,melipur
00082308-v,B,O,melipurkan
00082308-v,B,O,mengenakkan
00082308-v,B,O,mengumbuk
00082308-v,B,O,mengurangkan
00082308-v,B,O,menyejukkan
00082308-v,B,O,meringankan
00082525-n,B,O,penerimaan
00082563-v,B,O,melapangkan
00082563-v,B,O,membebaskan
00082563-v,B,O,meringankan
00082714-v,B,O,membebat
00082714-v,I,O,berbusana
00082754-n,B,O,pewarisan
00082766-a,B,O,galak
00082870-n,B,O,perampasan
00082870-n,B,O,perebutan
00082929-v,B,O,melepoh
00083003-a,B,O,kompetitif
00083003-a,B,O,militan
00083124-v,B,O,membalut
00083124-v,B,O,membarut
00083124-v,B,O,membebat
00083124-v,B,O,pembalut
00083260-n,B,O,anggapan
00083393-r,B,O,benar-benar
00083393-r,B,O,berdua
00083393-r,B,O,berganda
00083393-r,B,O,berlipat
00083393-r,B,O,menggandakan
00083523-v,B,O,memasang
00083523-v,B,O,menghubungkan
00083523-v,B,O,mengikat
00083523-v,B,O,merapat
00083585-n,B,O,mewarisi
00083585-n,B,O,pewarisan
00083585-n,B,O,pusaka
00083585-n,B,O,turunan
00083585-n,B,O,warisan
00083661-v,B,O,membelat
00083729-n,B,O,pemerolehan
00083729-n,B,O,perolehan
00083729-n,B,O,pesanan
00083809-v,B,O,hidup
00083809-v,B,O,membedah
00083809-v,B,O,membedel
00083809-v,B,O,mengoperasi
00083809-v,B,O,menyelenggarakan
00083975-n,B,O,pengambilan
00084022-a,B,O,pemangsa
00084223-r,B,O,begitu
00084223-r,B,O,istimewa
00084223-r,B,O,terlebih
00084223-r,B,O,terlebih-lebih
00084223-r,B,O,terutama
00084230-v,B,O,merawat
00084230-v,I,O,mengobati
00084371-n,B,O,pengambilan
00084738-v,B,O,menyukat
00084738-v,B,Y,dos
00084738-v,B,Y,membius
00084738-v,B,Y,pembiusan
00084759-r,B,O,ekstra
00085002-r,B,O,di
00085002-r,B,Y,ke
00085219-n,B,O,menyita
00085219-n,B,O,penyitaan
00085219-n,B,O,perampasan
00085512-r,B,O,khusus
00085626-v,B,O,melumas
00085626-v,B,O,melumurkan
00085626-v,B,O,meminyaki
00085626-v,B,O,menyapu
00085626-v,B,O,menyapukan
00085678-n,B,O,penyitaan
00085678-n,B,O,perampasan
00085811-r,B,O,segera
00085811-r,I,O,taajul
00085870-a,B,O,gelisah
00085870-a,B,O,tegang
00086000-r,B,O,cepat
00086000-r,B,O,erat
00086000-r,B,O,kuat
00086000-r,B,O,laju
00086000-r,B,O,pantas
00086000-r,B,O,rapat
00086005-a,B,O,goncang
00086005-a,B,O,terkejut
00086077-v,B,O,berdarah
00086210-a,B,O,menggila
00086320-v,B,O,jab
00086320-v,B,O,jet
00086320-v,B,O,menyemprotkan
00086320-v,B,O,menyuntik
00086320-v,B,O,menyuntikkan
00086320-v,B,O,suntik
00086341-a,B,O,kalut
00086341-a,B,O,kegila-gilaan
00086404-r,I,O,erat-erat
00086598-v,B,O,memasukkan
00086809-n,B,O,pendudukan
00086809-n,B,O,penghunian
00086809-n,B,O,penginapan
00086835-v,B,O,menyuntik
00087454-v,B,O,terbongkar
00087542-r,B,O,abadi
00087542-r,B,O,berkekalan
00087542-r,B,O,selama-lamanya
00087542-r,B,O,sentiasa
00087597-a,B,O,bergelora
00087653-v,B,O,lesu
00087663-n,B,O,penganugerahan
00087663-n,B,O,peruntukan
00087736-v,B,O,berhasil
00087736-v,B,O,berjangkit
00087736-v,B,O,beroleh
00087736-v,B,O,jadi
00087736-v,B,O,kena
00087736-v,B,O,makan
00087736-v,B,O,memasukkan
00087736-v,B,O,membawa
00087736-v,B,O,membutuhkan
00087736-v,B,O,memperoleh
00087736-v,B,O,mendapat
00087736-v,B,O,mendapati
00087736-v,B,O,mendapatkan
00087736-v,B,O,mengambil
00087736-v,B,O,mengarik
00087736-v,B,O,mengecutkan
00087736-v,B,O,mengerut
00087736-v,B,O,menguncupkan
00087736-v,B,O,meregangkan
00087736-v,I,O,meluwengkan
00087736-v,I,O,mengantongi
00087916-r,B,O,selama-lamanya
00087916-r,B,O,sentiasa
00087916-r,B,O,tetap
00087988-v,B,O,berjangkit
00087988-v,B,O,memerangkap
00088157-a,B,O,beriak
00088339-v,B,Y,ipuh
00088339-v,B,Y,keracunan
00088339-v,B,Y,meracuni
00088339-v,B,Y,racun
00088481-n,B,O,berkas
00088481-n,B,O,penangkapan
00088481-n,B,O,penawanan
00088481-n,B,O,perampasan
00088532-v,B,O,memabukkan
00088713-v,B,O,infeksi
00088713-v,B,O,mencemari
00088713-v,B,O,mencemarkan
00088713-v,B,O,mengotori
00088713-v,B,O,mengotorkan
00088713-v,B,O,menodai
00088713-v,B,O,menulari
00088713-v,I,O,jangkit
00088725-n,B,O,mangsa
00088725-n,B,O,pegangan
00088725-n,B,O,penahanan
00088725-n,B,O,penangkapan
00088725-n,B,O,tangkap
00088931-r,B,O,sentiasa
00089027-n,B,O,penaklukan
00089027-n,B,O,penjajahan
00089076-r,B,O,selama-lamanya
00089324-v,B,O,mengawahamakan
00089324-v,B,O,menyucikan
00089351-n,B,O,pemulangan
00089351-n,B,O,pemulihan
00089351-n,B,O,pengembalian
00089351-n,B,Y,kembali
00089351-n,B,Y,kepulangan
00089351-n,B,Y,pampas
00089351-n,B,Y,pemulihan
00089351-n,B,Y,pengembalian
00089351-n,B,Y,restorasi
00089408-r,B,O,amat
00089408-r,B,O,benar
00089408-r,B,O,melampau
00089408-r,B,O,sangat
00089408-r,B,O,sungguh
00089408-r,B,O,tinggi
00089550-a,B,O,bedebah
00089550-a,B,O,celaka
00089550-a,B,O,menjengkelkan
00089750-v,B,O,menjangkitkan
00089750-v,B,O,menular
00089750-v,B,Y,menghinggapi
00089750-v,B,Y,menularkan
00089750-v,I,O,jangkit
00090076-n,B,O,perampasan
00090219-a,B,O,kasar
00090219-a,B,O,kesat
00090219-a,B,O,pedas
00090219-a,B,O,tajam
00090253-n,B,O,bon
00090253-n,B,O,penerima
00090253-n,B,O,penerimaan
00090253-n,B,O,resi
00090253-n,B,O,sambutan
00090393-n,B,O,perjanjian
00090408-a,B,O,melelahkan
00090408-a,B,O,menjengkelkan
00090408-a,B,O,menyusahkan
00090708-v,B,O,memotong
00090708-v,B,O,mencederakan
00090888-v,B,O,menguntungkan
00091013-n,B,O,pembuangan
00091013-n,B,O,pengguguran
00091013-n,B,O,penyerahan
00091124-v,B,O,berbaling
00091124-v,B,O,beredar
00091124-v,B,O,berkisar
00091124-v,B,O,berkitar
00091124-v,B,O,berlilit
00091124-v,B,O,berpilin
00091124-v,B,O,bersilih
00091124-v,B,O,memengkol
00091124-v,B,O,memilin
00091124-v,B,O,memintal
00091124-v,B,O,mempergilirkan
00091124-v,B,O,memulas
00091124-v,B,O,memuntir
00091124-v,B,O,memutar
00091124-v,B,O,mengedar
00091124-v,B,O,menggeleding
00091124-v,B,O,mengitar
00091124-v,B,O,menikung
00091124-v,B,O,tergeliat
00091124-v,B,O,terkehel
00091124-v,B,O,terpelecok
00091124-v,I,O,memilin-milin
00091234-n,B,O,buang
00091259-r,B,O,enggan
00091259-r,B,O,keberatan
00091259-r,B,O,ogah-ogahan
00091311-a,B,O,cepat
00091311-a,B,O,siaga
00091311-a,B,Y,berwaspada
00091311-a,B,Y,waspada
00091311-a,I,O,samapta
00091332-r,B,O,keras
00091764-a,B,O,berawas
00091764-a,B,O,berhati-hati
00091764-a,B,O,berjaga-jaga
00091764-a,B,O,waspada
00091778-r,B,O,parah
00091778-r,B,O,teruk
00091964-r,I,O,erat-erat
00091968-v,B,O,cacat
00091968-v,B,O,uzur
00092204-v,B,O,merungguhkan
00092293-v,B,O,memburuk
00092293-v,B,O,menjatuhkan
00092293-v,B,O,merosot
00092293-v,B,O,mundur
00092293-v,B,Y,kemerosotan
00092293-v,B,Y,merosot
00092293-v,I,O,lorot
00092682-r,B,O,sebentar
00092682-r,B,O,sekejap
00092690-v,B,O,memulihkan
00092690-v,B,O,menyembuhkan
00092690-v,B,O,pulih
00092690-v,B,O,sembuh
00092690-v,B,Y,kesembuhan
00092690-v,B,Y,pemulihan
00092690-v,B,Y,penyembuhan
00092690-v,B,Y,pulih
00092690-v,B,Y,sembuh
00092690-v,B,Y,uras
00093006-n,B,O,kapitalis
00093270-r,B,O,sederum
00093327-v,B,O,berbalik
00093327-v,B,O,berulang
00093327-v,B,O,menyeleweng
00093483-n,B,O,pembebasan
00093483-n,B,O,penyelamat
00093483-n,B,O,penyelamatan
00093593-v,B,O,meluntur
00093593-v,B,O,melunturkan
00093593-v,B,O,memudarkan
00093593-v,B,O,pudar
00093775-v,B,O,mengabur
00093775-v,B,O,menghamburkan
00093775-v,B,O,reput
00094001-n,B,O,penyelamat
00094001-n,B,O,penyelamatan
00094001-n,B,O,selamat
00094001-n,B,O,taubat
00094240-n,B,O,pengampunan
00094448-a,B,Y,berjiwa
00094448-a,B,Y,hidup
00094448-a,B,Y,urip
00094460-v,B,O,berkembang
00094460-v,B,O,beroleh
00094460-v,B,O,memahirkan
00094460-v,B,O,memajukan
00094460-v,B,O,membawa
00094460-v,B,O,membina
00094460-v,B,O,membuahkan
00094460-v,B,O,membuat
00094460-v,B,O,mendapat
00094460-v,B,O,mendapati
00094460-v,B,O,mendapatkan
00094460-v,B,O,mengambil
00094460-v,B,O,mengeluarkan
00094460-v,B,O,menjebrolkan
00094460-v,B,O,tumbuh
00094460-v,B,Y,memperoleh
00094460-v,I,O,memproduksi
00094460-v,I,O,mengantongi
00094788-n,B,O,penukaran
00094788-n,B,O,pertukaran
00094788-n,B,O,perubahan
00095271-v,B,O,memegas
00095271-v,B,O,mencolot
00095280-a,B,O,mampus
00095280-a,B,O,mangkat
00095280-a,B,O,mati
00095280-a,B,O,wafat
00095320-r,B,O,cengkeram
00095320-r,B,O,menurun
00095377-v,B,O,berpucuk
00095377-v,B,O,bertunas
00095377-v,B,O,menunas
00095377-v,B,O,merecup
00095377-v,B,O,tumbuh
00095502-n,B,O,emansipasi
00095502-n,B,O,kemerdekaan
00095502-n,B,O,pembebasan
00095873-a,B,O,mati
00096333-r,B,O,mendaki
00096333-r,B,O,naik
00096513-n,B,O,penyelamatan
00096648-v,B,O,bangun
00096766-v,B,O,bernanah
00096766-v,B,O,meliau
00096766-v,B,O,menanah
00096766-v,B,O,merebuk
00096815-a,B,O,memuramkan
00096815-a,B,O,menyuramkan
00097179-v,B,O,meliau
00097179-v,B,O,merebuk
00097504-n,B,O,pelaksanaan
00097504-n,B,Y,prestasi
00097522-r,B,O,benar-benar
00097522-r,B,O,betul-betul
00097522-r,B,O,cukup
00097522-r,B,O,sungguh
00097577-a,B,O,gugur
00097621-v,B,O,menggiatkan
00097674-a,I,O,almarhum
00097768-a,B,O,mati
00097781-v,B,O,mempermuda
00097781-v,B,O,meremajakan
00097840-r,B,O,balik
00097840-r,B,O,pulang
00098083-v,B,O,mengaktifkan
00098083-v,B,Y,menghidupkan
00098346-v,B,O,melontarkan
00098346-v,B,O,membesarkan
00098346-v,B,O,mendidik
00098346-v,B,O,mengasuh
00098346-v,B,O,menghadapkan
00098346-v,B,O,menghidupi
00098385-n,B,O,cara
00098385-n,B,O,mekanisme
00098517-v,B,O,bangkit
00098517-v,B,O,membesarkan
00098517-v,B,O,memelihara
00098517-v,B,O,memiara
00098517-v,B,O,mencaduk
00098517-v,B,O,meninggikan
00098517-v,I,O,membubungkan
00098517-v,I,O,memeliharakan
00098517-v,I,O,meroket
00098625-n,B,O,layanan
00098625-n,B,O,servis
00098714-r,B,O,agak
00098714-r,B,O,rada-rada
00098770-v,B,O,bangkit
00098770-v,B,O,bangun
00098770-v,B,O,meninggi
00098770-v,B,O,meningkat
00098770-v,B,O,terbit
00098770-v,I,O,meloncer
00098770-v,I,O,membubung
00099184-v,B,O,menyembuhkan
00099184-v,B,O,sembuh
00099184-v,I,O,mengobati
00099184-v,I,O,mengobatkan
00099290-a,B,O,bernyawa
00099290-a,B,O,hidup
00099341-r,B,O,lebih
00099439-n,B,O,ulangan
00099527-r,B,O,kurang
00099588-n,B,O,improvisasi
00099712-r,B,O,lebih
00099721-v,B,O,bersenam
00099868-r,B,O,kurang
00099951-n,B,O,helah
00099951-n,B,O,kepandaian
00099951-n,B,O,muslihat
00099951-n,B,O,perdayaan
00099951-n,B,O,tipuan
00099951-n,B,Y,ilusi
00099951-n,B,Y,maya
00099951-n,B,Y,sihir
00099951-n,I,O,magik
00100002-r,I,O,secercah
00100044-v,B,O,berlatih
00100044-v,B,O,latih
00100044-v,B,O,latihan
00100044-v,B,O,membimbing
00100044-v,B,O,mengajari
00100082-r,B,O,awal
00100082-r,B,O,muda
00100213-a,B,O,mati
00100213-a,B,O,padam
00100267-r,B,O,lambat
00100267-r,B,O,lewat
00100267-r,B,O,terlambat
00100410-v,B,O,bergolek
00100410-v,B,O,bergolek-golek
00100543-n,B,O,interpretasi
00100543-n,B,O,tafsiran
00100543-n,B,O,terjemahan
00100543-n,B,O,ulasan
00100551-v,B,O,berakhir
00100551-v,B,O,mengakok
00100551-v,B,O,mengerjakan
00100551-v,B,Y,bekerja
00100551-v,B,Y,berlatih
00100551-v,B,Y,bersenam
00100551-v,B,Y,kerja
00100551-v,B,Y,latihan
00100592-r,B,O,awal
00100883-r,B,O,jauh
00101051-r,B,O,jauh
00101051-r,B,O,lama
00101051-r,B,O,larut
00101277-v,B,O,memberatkan
00101277-v,B,O,mempererat
00101277-v,B,O,memperkukuh
00101277-v,B,O,mempertebal
00101277-v,B,O,mencantikkan
00101277-v,B,O,mengeratkan
00101277-v,B,O,menguatkan
00101277-v,B,O,mengukuhkan
00101323-r,B,Y,jauh
00101331-a,B,O,telanjang
00101434-v,B,Y,melunjurkan
00101434-v,B,Y,membujurkan
00101434-v,B,Y,mengejai
00101434-v,B,Y,menggeliat
00101434-v,B,Y,merentangkan
00101609-a,B,O,budiman
00101609-a,B,O,pemurah
00101629-v,B,O,kentut
00101629-v,B,O,tercabut
00101800-a,I,O,egosentris
00101956-v,B,O,berludah
00101956-v,B,O,meluahkan
00101956-v,B,O,meludahkan
00101956-v,B,O,membura
00101956-v,B,O,mendahak
00101956-v,B,Y,ludah
00101956-v,B,Y,meludah
00102201-a,B,O,kabur
00102201-a,B,O,samar
00102201-a,B,O,taksa
00102201-a,I,O,ambigu
00102303-v,B,O,berdetus
00102303-v,B,O,meludahkan
00102586-v,B,O,mengapakan
00102586-v,B,Y,mencederakan
00102736-r,B,O,pertama
00102736-r,B,O,pertama-tama
00102736-r,B,O,terdahulu
00102736-r,B,Y,mula-mula
00102791-v,B,O,berliur
00102881-r,B,O,kedua
00102974-v,B,O,mengiler
00102974-v,B,Y,meleleh
00102986-r,B,O,pertiga
00103087-r,B,O,segenap
00103087-r,B,O,seluruh
00103087-r,B,O,sepanjang
00103194-r,B,O,mula-mula
00103194-r,B,O,pertama
00103196-a,B,O,kidal
00103302-a,I,O,arti
00103317-v,B,O,memerah
00103317-v,B,O,memerahkan
00103317-v,B,O,menyiram
00103317-v,B,Y,kemerahan
00103317-v,B,Y,malu
00103554-r,B,O,dahulu
00103554-r,B,O,pertama
00103554-r,B,O,pertama-tama
00103554-r,B,O,terdahulu
00103567-a,I,O,ambigu
00103619-v,B,O,memutihkan
00103619-v,B,O,pucat
00103696-a,B,O,jelas
00103761-r,B,O,keluar
00103834-n,B,O,tolakan
00104051-a,B,Y,ambisi
00104051-a,I,O,ambisius
00104147-v,B,O,berjemur
00104249-n,B,O,desakan
00104249-n,B,O,dorongan
00104249-n,B,O,impuls
00104249-n,B,O,keinginan
00104249-n,B,O,rangsangan
00104299-v,B,O,menghanguskan
00104299-v,B,O,menyala
00104318-a,B,O,agresif
00104318-a,B,O,bergiat
00104318-a,B,O,berikhtiar
00104318-a,B,O,berusaha
00104345-r,B,O,sedikit-dikitnya
00104409-n,B,O,guling
00104539-n,B,O,lemparan
00104539-n,B,O,lontaran
00104539-n,B,O,tebaran
00104868-v,B,O,melampiaskan
00104868-v,B,O,melepaskan
00104868-v,B,O,meluputkan
00104868-v,B,O,memangkalkan
00104868-v,B,O,membebaskan
00104868-v,B,O,memberhentikan
00104868-v,B,O,membuang
00104868-v,B,O,membubarkan
00104868-v,B,O,memperhentikan
00104868-v,B,O,mengeluarkan
00104868-v,B,O,mengendurkan
00104868-v,B,O,menguar
00104868-v,B,O,mengusir
00104868-v,B,O,menyingkirkan
00104868-v,I,O,memecatkan
00104868-v,I,O,meritul
00104868-v,I,O,meroyer
00104976-n,B,O,boling
00105164-n,B,O,lemparan
00105164-n,B,O,lontaran
00105333-v,B,O,menarik
00105333-v,B,O,menghirup
00105341-r,B,O,mudah
00105341-r,B,O,senang
00105341-r,B,O,tepat
00105479-n,B,O,lemparan
00105479-n,B,O,lontaran
00105554-v,B,O,melawak
00105554-v,B,Y,banyol
00105554-v,B,Y,bercanda
00105554-v,B,Y,bercura
00105554-v,B,Y,bergarah-garah
00105554-v,B,Y,bergurau
00105554-v,B,Y,berjenaka
00105554-v,B,Y,berkocak-kocak
00105554-v,B,Y,berogak-ogak
00105554-v,B,Y,berolok-olok
00105554-v,B,Y,berseloroh
00105554-v,B,Y,cadai
00105554-v,B,Y,cumbuan
00105554-v,B,Y,gurau
00105554-v,B,Y,jenaka
00105554-v,B,Y,kecandan
00105554-v,B,Y,lelucon
00105554-v,B,Y,senda
00105554-v,I,O,celatuk
00105554-v,I,O,gurauan
00105603-r,B,O,cepat
00105603-r,B,O,segera
00105603-r,I,O,taajul
00105746-a,B,O,luas
00105778-v,B,O,berkelakar
00105820-n,B,O,hantaran
00105820-n,B,O,lambung
00105820-n,B,O,melemparkan
00105820-n,B,O,pelontaran
00105958-v,B,O,berasa
00105958-v,B,O,mengawai
00106182-a,B,O,banyak
00106277-a,B,O,kembang
00106456-a,B,O,bakhil
00106456-a,B,O,cekel
00106456-a,B,O,kekurangan
00106456-a,B,O,kikir
00106456-a,B,O,medit
00106456-a,B,O,pelit
00106921-r,B,Y,biasanya
00106960-v,B,O,melembak
00106960-v,B,O,melindas
00106960-v,B,O,menabrak
00106960-v,B,O,menggelek
00106960-v,B,O,menggilas
00106960-v,B,O,menubruk
00106960-v,B,O,tergilas
00106960-v,B,O,tertubruk
00107144-r,B,O,biasanya
00107231-v,B,O,memanggil
00107231-v,B,O,membangunkan
00107231-v,B,O,mengejutkan
00107231-v,I,O,panggil
00107250-a,B,O,lemah
00107369-v,B,O,membuat
00107384-a,B,O,sekelumit
00107400-n,B,O,bola
00107416-r,B,O,baru
00107416-r,B,O,belakangan
00107739-v,B,O,membongkar
00107739-v,B,O,memecahkan
00107739-v,B,O,meretakkan
00107739-v,B,O,pecah
00107739-v,I,O,membobolkan
00107943-v,B,O,patah
00107987-r,B,O,uncit
00107987-r,I,O,berangsur
00108181-n,B,O,peluru
00108303-v,B,O,memecahkan
00108303-v,B,O,meretakkan
00108604-v,B,O,memberi
00108604-v,B,O,menghantarkan
00108604-v,B,O,menyampaikan
00108747-v,B,O,berikan
00109151-r,B,O,ada
00109151-r,B,O,situ
00109263-v,B,O,mendengus
00109389-v,B,O,berbuih
00109540-v,B,O,berkeringat
00109660-v,B,O,berbalik
00109660-v,B,O,berganti
00109660-v,B,O,berkalih
00109660-v,B,O,berkisar
00109660-v,B,O,bertukar
00109660-v,B,O,berubah
00109660-v,B,O,malih
00109660-v,B,O,membalikkan
00109660-v,B,O,memermak
00109660-v,B,O,mengganti
00109660-v,B,O,mengubah
00109660-v,B,O,menukar
00109660-v,B,O,menyalin
00109660-v,I,O,mengisarkan
00110497-a,B,O,analog
00110533-r,B,O,dalam
00110533-r,B,O,kanan
00110533-r,B,O,kiri
00110659-r,B,O,luar
00110701-a,B,O,digital
00110853-a,B,O,analitis
00111415-a,B,O,analitis
00111609-r,B,O,paling
00111856-a,B,O,sintetis
00112009-r,B,O,paling
00112090-r,B,O,diam
00112312-n,B,O,dorongan
00112312-n,B,O,memaksa
00112312-n,B,O,senggolan
00112312-n,B,O,tekan
00112312-n,B,O,tolak
00112312-n,B,O,tolakan
00112393-r,B,O,semestinya
00112601-r,B,O,baru
00112601-r,B,O,belakangan
00112628-a,B,O,sintesis
00112628-a,B,O,sintetis
00112843-r,B,Y,baru
00113082-r,B,O,berlainan
00113082-r,B,O,sebaliknya
00113082-r,B,Y,selain
00113113-n,B,O,desakan
00113113-n,B,O,tekanan
00113726-n,B,O,sorongan
00113726-n,B,O,tolak
00113726-n,B,O,tolakan
00113818-a,B,O,berang
00113818-a,B,O,meradang
00113818-a,B,Y,amarah
00113818-a,B,Y,gemas
00113818-a,B,Y,geram
00113818-a,B,Y,gusar
00113818-a,B,Y,kemarahan
00113818-a,B,Y,marah
00113818-a,B,Y,memberongsang
00113818-a,B,Y,mengkal
00113818-a,B,Y,murka
00113818-a,I,O,rengus
00113853-v,B,O,menganiaya
00114266-a,B,O,marah
00114266-a,B,O,menghasut
00114431-n,B,O,helaan
00114431-n,B,O,pukulan
00114431-n,B,O,tarik
00114431-n,B,O,tarikan
00114431-n,I,O,sentakan
00114454-a,B,O,berang
00114454-a,B,O,berapi-api
00114454-a,B,O,geram
00114454-a,B,O,mengamuk
00114454-a,B,O,meradang
00114797-a,B,O,marah
00114837-v,B,O,mengubah
00114837-v,B,O,menukar
00114837-v,B,O,menukarkan
00114871-n,B,O,seret
00115036-n,B,O,cabutan
00115036-n,B,O,helaan
00115036-n,B,O,seret
00115157-v,B,O,mengubah
00115157-v,B,O,menukar
00115157-v,B,O,menukarkan
00115193-a,B,O,berang
00115193-a,B,O,meradang
00115254-r,B,O,memang
00115254-r,B,O,pasti
00115254-r,B,O,tentu
00115292-n,B,O,tarikan
00115494-a,B,O,marah
00115500-n,B,O,helaan
00115500-n,B,O,tarikan
00115500-n,B,O,tersentak
00115500-n,I,O,sentakan
00115554-r,B,O,agak
00115554-r,B,O,rada-rada
00115667-n,B,O,ambilan
00115667-n,B,O,draf
00115667-n,B,O,pengeluaran
00115777-a,B,O,berang
00115777-a,B,O,marah
00115906-a,B,O,meradang
00116376-n,B,O,angkat
00116376-n,B,O,kenaikan
00116376-n,B,O,penaikan
00116376-n,B,O,pengangkatan
00116376-n,B,O,peninggian
00116510-r,B,O,bersama-sama
00116510-r,B,O,sama-sama
00116510-r,B,O,sederum
00116510-r,B,O,serentak
00116510-r,I,O,bersama
00116510-r,I,O,beserta
00116529-a,B,O,dongkol
00116529-a,B,O,geram
00116529-a,B,O,marah
00116529-a,I,O,redut
00116529-a,I,O,sewot
00116687-n,B,O,pancaran
00116687-n,B,O,peluncuran
00116687-n,B,O,pemecatan
00116687-n,B,O,penghalauan
00116687-n,B,O,pengusiran
00116687-n,B,O,semburan
00116687-n,B,O,sorotan
00116705-r,B,O,sederum
00116744-a,B,Y,getir
00116744-a,B,Y,menyengit
00116744-a,B,Y,pahit
00116744-a,B,Y,pedar
00116744-a,B,Y,pedas
00116744-a,B,Y,sinis
00116744-a,B,Y,tajam
00116791-r,B,O,bersama-sama
00117082-r,B,O,sama-sama
00117082-r,B,O,sederum
00117082-r,I,O,bersama
00117346-v,B,O,menerima
00117578-n,B,O,sendawa
00117578-n,I,O,serdawa
00117620-r,B,O,jadi
00117620-r,B,O,kemudian
00117620-r,B,O,lantas
00117620-r,B,O,maka
00117620-r,B,Y,lalu
00117959-n,B,O,berkelip
00117959-n,B,O,kejapan
00117985-v,B,O,beristirahat
00117985-v,B,O,berlebih
00117985-v,B,O,bersisa
00117985-v,B,O,menyisakan
00117985-v,B,O,rehat
00117985-v,B,O,tersimpan
00117985-v,B,O,terus
00117985-v,B,O,tetap
00117985-v,B,O,tinggal
00117985-v,I,O,timpang
00118032-r,B,O,kemudian
00118032-r,B,O,lalu
00118032-r,B,O,lantas
00118032-r,B,O,maka
00118032-r,I,O,bakdu
00118032-r,I,O,syahdan
00118268-n,B,O,malu
00118523-v,B,O,berlangsung
00118523-v,B,O,berlanjutan
00118523-v,B,Y,bersambung
00118552-n,B,O,ludah
00118552-n,B,O,meludah
00118567-a,B,O,berseri-seri
00118567-a,B,O,cergas
00118567-a,B,O,hidup
00118567-a,B,O,rancak
00118733-n,B,O,muntah
00118733-n,B,O,muntahan
