text
"['selamat', 'sore', 'saya', 'mau', 'melaporkan', 'petugas', 'dilapangan', 'terutama', 'sopir', 'dg', 'nopol', 'difoto', 'tertera', 'kronologisnya', 'sekitar', 'jam', '1350', 'di', 'depan', 'rumah', 'saya', 'terdengar', 'suara', 'berisik', 'seperti', 'mobil', 'molen', 'beroperasi', 'pada', 'saat', 'saya', 'mau', 'menjemput', 'anak', 'ternyata', 'pas', 'didepan', 'pagar', 'saya', 'ada', 'pikup', 'milik', 'pdam', 'saya', 'sampai', 'berteriak', 'agar', 'dipindahkan', 'mobil', 'tsb', 'krn', 'suara', 'berisik', 'dr', 'mobil', 'tersebut', 'tapi', 'semua', 'pura2', 'tuli', 'tidak', 'mendengar', 'akhirnya', 'mobil', 'tersebut', 'dimajukan', 'agar', 'motor', 'saya', 'bisa', 'keluar', 'rumah', 'tp', 'pada', 'saat', 'saya', 'pulang', 'jemput', 'anak', 'mobil', 'tersebut', 'nangkring', 'lagi', 'pas', 'didepan', 'pagar', 'saya', 'blg', 'saya', 'keberatan', 'mobil', 'tsb', 'nangkring', 'depan', 'pagar', 'eh', 'bukannya', 'minta', 'maaf', 'mlh', 'mengejek', 'saya', 'ktnya', 'dia', 'ga', 'ganggutrs', 'bisa', 'motor', 'tsb', 'masuk', 'rumah', 'pdhl', 'jelas2', 'berada', 'dpn', 'pagar', 'saya', 'mmg', 'pada', 'akhirnya', 'dipindahkan', 'setelah', 'saya', 'menyatakan', 'keberatan', 'yg', 'jadi', 'pertanyaan', 'saya', 'mobil', 'tersebut', 'bisa', 'parkir', 'ditempat', 'lain', 'yg', 'tdk', 'mengganggu', 'pintu', 'saya', 'kenapa', 'memilih', 'pintu', 'pagar', 'saya', 'kedua', 'bukan', 'saya', 'yang', 'mau', 'pasang', 'pdam', 'kenapa', 'saya']"
"['yang', 'dirugikan', 'saya', 'tdk', 'terima', 'dengan', 'attitudenya', 'sopir', 'tersebut']"
"['nopol', 'l8287', 'baa', 'foto', 'sdh', 'saya', 'kirimkan']"
"['min', 'estimasi', 'berapa', 'lama', 'proses', 'antri', 'pemasangan']"
"['kalau', 'suratnya', 'di', 'bank', 'bisa', 'ka', 'min']"
"['ini', 'kenapa', 'saya', 'sering', 'bgt', 'kena', 'denda', 'ya', 'min', 'parahhh', 'bgt', 'sih', 'padahal', 'bayar', 'gapernah', 'diatas', 'tgl', '10', 'selalu', 'di', 'tgl', '15', 'loh', 'mana', 'dendanya', '50rb', 'ya', 'allah', 'saya', 'wa', 'juga', 'gaada', 'solusi', 'tolong', 'dibls']"
"['itu', 'bneran', 'kah', 'min', 'pemasangan', 'baru', 'daya', 'listrik', '900w', 'byr', 'cuma', '300k']"
"['foto', 'copynya', 'gak', 'ada', 'ganti', 'pbb', 'bisa', 'ta']"
"['nomor', 'pendaftaran', 'pasang', 'baru', 'anda', 'b20250004332']"
"['apa', 'ada', 'biaya', 'tambahan', 'lainnya', 'kak']"
"['rmh', 'sy', 'daerah', 'karahdidatangi', 'katanya', 'petugas', 'dr', 'pdam', '3hr', 'lalukatanya', 'ada', 'program', 'pembaruan', 'meteran', 'apakah', 'itu', 'memang', 'program', 'dr', 'pdam', 'kah', 'atau', 'penipuan']"
"['ok', 'trims']"
"['mohon', 'info', 'apa', 'harga', 'air', 'pdam', 'ini', 'naik', 'atau', 'berpa', 'harga', 'perkubiknya']"
"['halo', 'min', 'bulan', 'ini', 'saya', 'bayar', 'pdam', 'tapi', 'kok', 'ada', 'dendatunggakan', 'pdhal', 'oktober', 'sudah', 'saya', 'bayar', 'lohh', 'tagihan', 'cuma', '21rb', 'dendanya', '28rb', 'denda', 'apa', 'iniudah', 'laporan', 'ke', 'watsap', 'surya', 'sembada', 'gak', 'diresponudah', 'kasih', 'bukti', 'bayar', 'oktober', 'november']"
"['min', 'galianmu', 'pemeliharaan', 'pipa', 'seng', 'dikerjakno', 'rekanan', 'daerah', 'pertigaan', 'depan', 'depo', 'lokomotif', 'sidotopo', 'nggarakno', 'truk', 'keblowok', 'trus', 'mau', 'bengi', 'yo', 'onok', 'tabrakan', 'daerah', 'kunu', 'betul', 'seh', 'wes', 'onok', 'pagaer', 'kayu', 'dan', 'tandae', 'mbok', 'yo', 'ojok', 'suwe', 'suwe', 'proyekee', '2', 'bulan', 'lebih', 'gk', 'mari', 'mari']"
"['siappsudah', 'saya', 'dm', 'min']"
"['dm', 'ku', 'kok', 'ga', 'dibales', 'kaka']"
"['knp', 'pdam', 'air', '3', 'hati', 'kecil', 'ngalirnya', 'tlg', 'di', 'benahi']"
"['kebraon', 'pak', 'saya', 'jadi', 'susah', 'beraktivitas']"
"['masih', 'berlaku', 'gak', 'min']"
"['stelah', 'persyaratan', 'lengkap', 'berapa', 'lama', 'proses', 'pemasangan', 'nya']"
"['karah', 'kenapa', 'mati', 'lagi', 'airnyajam', 'segini', 'lho', 'gak', 'ada', 'pemberitahuan', 'moso', 'harus', 'tayamum']"
"['saya', 'pengajuan', 'tgl', '5', 'sept', 'baru', 'keluar', 'rincian', 'tgl', '30', 'septitupun', 'kok', '1750000', 'blm', 'saya', 'bayar', 'batas', 'byr', 'smp', '30', 'oktober', 'knp', 'tdk', 'ikut', 'hrg', 'promo', 'pdhal', 'agust', 'smp', '30', 'sept', 'ada', 'promo', 'jg']"
"['saya', 'dm', 'ya', 'kak']"
"['rungkur', 'industri', 'airnya', 'mati']"
"['pdam', 'airnya', 'keruhbos']"
"['kertjaya', '13c', 'kok', 'mengecil', 'pak', 'airnya', 'tidak', 'seperti', 'biasanya']"
"['karang', 'menjangan', 'susah', 'air', 'boss']"
"['ini', 'kenapa', 'tagihan', 'pdam', 'melonjak', 'drastiss']"
"['pdam', 'wonorejo', 'rungkut', 'kok', 'mati']"
"['min', 'pengaduan', 'kok', 'ga', 'digubris', 'ya', 'cs', 'cuma', 'iya2', 'aja', 'tp', 'gaada', 'petugas', 'yg', 'dateng', 'air', 'mati', 'udah', 'berhari2', 'krn', 'meterannya', 'bocor', 'awalnya', 'ga', 'kenapa2', 'habis', 'diganti', 'meteran', 'malah', 'bermasalah']"
"['info', 'gangguan', 'air', 'wilayah', 'babat', 'jerawat', 'bawah', 'pondok', 'benowo', 'indah']"
"['lapor', 'pdam', 'gara2', 'banyu', 'ket', 'jumat', 'jam', '9', 'sampe', 'iki', 'mau', 'jam', '145', 'bengiii', 'lagek', 'nyala', 'ak', 'terpaksa', 'g', 'turu', 'howo', 'panasss', 'badan', 'pliket', 'kabehhh', 'nyala', 'langsung', 'mandi', 'isi', 'semua', 'bak', 'air', 'umbah2', 'jam', '3', 'subuhhh', 'yahmene', 'lagek', 'ape', 'turu', 'bossss']"
"['katanya', 'perbaikan', 'sudah', 'selesai', 'tapi', 'kenapa', 'air', 'gak', 'nyala', 'apa', 'sudah', 'menjadi', 'rutinitas', 'pdam', 'setiap', 'wekeend', 'air', 'gak', 'nyala', '‼']"
"['ini', 'jl', 'juwingan', 'air', 'nya', 'mati', 'gak', 'ada', 'info', 'mohon', 'infonya', 'sampai', 'kapan', 'mati']"
"['info', 'sampek', 'tgl', 'brp', 'promo', 'nya']"
"['karah', 'air', 'mati', 'lagi', 'knp', 'min', 'pas', 'nggak', 'punya', 'air']"
"['ruwet', 'wes', 'mbayar', 'gak', 'dipasangpasang', 'wes', 'meh', 'sebulan']"
"['mau', 'daftar', 'pasang', 'pdam', 'gimana', 'daftarnya']"
"['knp', 'pdam', 'air', 'belum', 'normal', 'ini', 'sudah', 'satu', 'mingguan', 'inipagi', 'gak', 'nyala', 'wonorejo', 'manukan', 'kulon']"
"['woeee', 'lidah', 'kulon', 'banyu', 'ne', 'matek', 'sedinoan']"
"['terus', 'ini', 'ga', 'ada', 'perbaikanmati', 'mulai', 'kemarin', 'malam', 'lohh']"
"['pdam', 'yang', 'terbaik', 'kenapa', 'air', 'saya', 'selalu', 'keruh', 'dan', 'bau', 'nya', 'kayak', 'air', 'airnya', 'bagus', 'hanya', 'di', 'jam', 'jam', 'tertentu', 'saya', 'sudah', 'pengajuan', 'complain', 'tapi', 'pas', 'di', 'cek', 'airnya', 'bersih', 'pas', 'saya', 'isi', 'di', 'jam', 'pagi', 'aja', 'semisal', 'airnya', 'bau', 'keruh', 'gimana', 'dong', 'pdam', 'saya', 'harus', 'mengadu', 'ke', 'siapa', 'dong', 'petugasnya', 'mungkun', 'sampek', 'bosen', 'tiap', 'hari', 'kerumah']"
"['kebraon', 'banyune', 'mateek', 'caakkk']"
"['paaakkleekk', 'kebraon', 'airnya', 'matiii']"
"['kok', 'mati', 'lagi', 'pdam', 'kebraondan', 'seperti', 'bisa', 'ga', 'ad', 'pemberitahuan']"
"['di', 'karah', 'airny', 'mati', 'ada', 'ap', 'yaaaaduuuh', 'efek', 'gorong²', 'ini', 'bikin', 'sedih', 'masak', 'dua', 'minggu', 'ini', 'gantian', 'yo', 'air', 'yo', 'wifi', 'moro', 'mati', 'trus']"
"['saya', 'ngajukan', 'dari', 'tanggal', '22', 'september', 'sampai', 'sekarang', 'masih', 'blm', 'ada', 'pemasangan', 'sudah', '19', 'hari', 'masih', 'blm', 'ada', 'pemasangan']"
"['padahal', 'kata', 'petugas', 'nya', 'waktu', 'saya', 'ngumpulin', 'berkas', 'menginfokan', 'semingguan', 'untuk', 'pemasangan', 'nya']"
"['kebraonnn', 'mati', 'airnyaa', 'pakkk']"
"['pdam', 'nok', 'kampung', 'candi', 'kuwukan', 'baru', 'metu', 'e', 'dalu', 'dalu', 'yo', 'kudu', 'melek', 'bendino', 'ket', 'masang', 'ga', 'tau', 'isok', 'ngerasakno', 'banyu', 'mancur', 'teko', 'kran', 'ya', 'opo', 'min', 'ben', 'laporan', 'ga', 'tau', 'onok', 'hasil', 'e', 'karo', 'solusi', 'e', 'di', 'janjikan', 'tok', 'sampe', 'sak', 'iki', 'yo', 'pancet', 'ae', 'ga', 'onok', 'perkembangan', 'e🤦🤦🤦']"
"['pdam', 'noroki', 'keluargaku', 'terus', 'tagihan', 'gamasuk', 'akal', 'mesti', 'alasane', 'ada', 'aja', 'yang', 'pelampung', 'rusak', 'lah', 'meteran', 'kurang', 'tinggi', 'lah', 'dll', 'howalah', 'yooo²mangkelno']"
"['sampaikan', 'kepegawai', 'anda', 'atas', 'nama', 'glen', 'putra', 'pradana', 'setiadarma', 'untuk', 'segera', 'bayar', 'tagihannya']"
"['suruh', 'bayar', 'hutang', 'kak']"
"['nyenyenye', 'kesel', 'aku', 'ngrasakno', 'awkmu']"
"['air', 'di', 'wilayah', 'bungkal', 'sambikerep', 'mati']"
"['hallo', 'min', 'bagaimana', 'ini', 'untuk', 'tanggapanpergsntian', 'meteran', 'yang', 'gagal', 'kebetulan', 'hari', 'ini', 'ada', 'petugas', 'dari', 'pdam', 'mengganti', 'meteran', 'rumah', 'saya', 'dserah', 'surabaya', 'pusat', 'kecamatankelurahan', 'bubutan', 'tetapi', 'justru', 'airnya', 'tidak', 'nyala', 'sama', 'sekali', 'mohon', 'untuk', 'fast', 'respon']"
"['daftar', 'pasang', 'baru', 'hampir', '1', 'bulan', 'g', 'di', 'pasang2', 'ngerti', 'ngene', 'mending', 'borr', 'sumur', 'aja', 'kesuen']"
"['saiki', 'wilayah', 'pagedangan', 'dan', 'sekitarnya', 'ga', 'mari2', 'banyune', 'mati', 'jam', 'piro', 'iso', 'mirip', 'normal']"
"['maaf', 'mau', 'nanya', 'min', 'apa', 'tarif', 'golongan', '1', 'bakal', 'dihapus', 'ya', 'karena', 'rumah', 'saya', 'ini', 'termasuk', 'tarif', 'golongan', '2', 'dan', 'itu', 'mahal', 'untuk', 'orang', 'gak', 'mampu', 'seperti', 'saya', 'tapi', 'rumah', 'rumah', 'sebelah', 'saya', 'masih', 'golongan', '1', 'waktu', 'saya', 'tanya', 'kepetugas', 'meteran', 'yang', 'keliling', 'katanya', 'itu', 'karena', 'tarif', 'golongan', '1', 'akan', 'dihapus']"
"['gila', 'ini', 'semenjak', 'meteran', 'diganti', 'tagihannya', '34x', 'lipat', 'apa²an', 'ini']"
"['uda', 'dm', 'uda', 'chat', 'whatsapp', 'uda', 'telfon', 'juga', 'gaada', 'respon', 'semua']"
"['mau', 'apakah', 'wilayah', 'lidah', 'kulon', 'pedukuhan', 'sepat', 'ada', 'peremajaan', 'meteran', 'dr', 'pdam']"
"['jika', 'ada', 'peremajaan', 'kenapa', 'setelah', 'diganti', 'meteran', 'putaranya', 'cepat', 'sekali']"
"['tolong', 'pdam', 'bagian', 'surabaya', 'itu', 'diganti', 'kayak', 'di', 'sidoarjo', 'bening', 'seger', 'adem', 'surabaya', 'kok', 'keruh', 'apalagi', 'bagian', 'menganti', 'juga']"
"['pagi', 'ini', 'air', 'daerah', 'karah', 'mati', 'tidak', 'ada', 'pemberitahuan', 'ada', 'apa', 'ya', 'ini']"
"['air', 'hampir', 'mati', 'tiap', 'hari', 'gimana', 'ini', 'min']"
"['air', 'mati', 'lagi', 'di', 'wisma', 'pagesangan', 'tidak', 'ada', 'pemberitahuan', 'tiba', 'mati']"
"['barusan', 'rumah', 'saya', 'didatangi', 'yg', 'mengaku', 'petugas', 'pdam', 'dengan', 'tujuan', 'mengganti', 'meteran', 'pdam', 'saat', 'saya', 'tanya', 'surat', 'tugas', 'beliau', 'tidak', 'bisaenunjukkan', 'saya', 'sempat', 'foto', 'orange', 'dan', 'kendaraan', 'setalah', 'tidak', 'bisa', 'menunjukkan', 'surat', 'tugas', 'mereka', 'langsung', 'pergi', 'dengan', 'alasan', 'terlalu', 'rumit', 'bongkarnya']"
"['simo', 'tambaan', 'tadi', 'barusan', 'mertua', 'didatangi', 'petugas', 'abal', 'disuruh', 'ganti', 'meteran']"
"['kenapa', 'meteran', 'masih', 'ok', 'walaupun', 'lama', 'kenapa', 'harus', 'ganti', 'segala']"
"['tidak', 'ada', 'petugas', 'yg', 'datang', 'buat', 'cek', 'meteran', 'nanti', 'selalu', 'yg', 'disalahkan', 'pelanggan']"
"['apa', 'ada', 'peremajaan', 'meteran', 'di', 'wilayah', 'rungkut']"
"['baik', 'min', 'makasih', 'infonya', 'soalnya', 'gak', 'ada', 'info', 'dari', 'pihak', 'terkait', 'rtrw', 'takutnya', 'modus', 'penipuan', 'kemarin', 'sempat', 'curiga', 'pas', 'tibatiba', 'ada', '3', 'orang', 'mau', 'ganti', 'meteran', 'air', 'untungnya', 'pas', 'saya', 'tanya', 'spk', 'dan', 'id', 'cardnya', 'ada', 'semua']"
"['wi', 'pdam', 'ajg', 'ari', 'ga', 'nyala', 'sampe', '3', 'minggu', 'gabisa', 'mandi', 'ga', 'bisa', 'sekolah', 'ni', 'gimana', 'lu', 'bego', 'kali', 'ya', 'pdam', 'masa', 'ada', 'pembenahan', 'doang', 'dimatiin', 'ga', 'kasian', 'ama', 'yang', 'ga', 'gabisa', 'sekolah', 'garagara', 'air', 'matigabisa', 'mandi']"
"['terimakasih', 'pelayanannya']"
"['kalijudan', '276', 'kadang', 'nyala', 'itupun', 'kecil', 'sekali', 'kadang', 'mati', 'udah', '6', 'hari', 'ini', 'kalau', 'emang', 'ada', 'perbaikan', 'kenapa', 'lama', 'sekali', 'daerah', 'mana', 'yg', 'diperbaiki', 'kok', 'imbasnya', 'lama', 'sekali', 'd', 'kalijudan']"
"['gmn', 'pemberitahuan', 'resminya', 'kalo', 'memang', 'peraturan', 'kost', '6', 'kamar', 'dikenakan', 'tarif', '32a', 'apa', 'akal²an', 'petugas', 'aja', 'dikira', 'kalo', 'punya', 'kost', 'penghasilan', 'banyak', 'gitutrs', 'diganti', 'dari', '21', 'ke', '32a', 'ini', 'cuma', '6', 'kamar', 'bukan', '10', 'atau', '20', 'kamar']"
"['air', 'pdam', 'makin', 'hari', 'makin', 'kotor', 'sekali', 'apa', 'nggak', 'd', 'treatment', 'masak', 'perusahaan', 'daerah', 'air', 'minum', 'jangankan', 'air', 'nya', 'di', 'minum', 'mau', 'mandi', 'aja', 'nggak', 'layak', 'sudah', 'dpasang', 'filter', '1', 'micron', 'pun', 'nggak', 'ada', 'hasil']"
"['gimana', 'si', 'udah', 'menghubungi', 'layanan', 'pengaduan', 'sudah', 'hampir', 'seminggu', 'tidak', 'ada', 'tindak', 'lanjut']"
"['biaya', 'retribusi', 'itu', 'untuk', 'apa', 'ya']"
"['ini', 'kok', 'tagihan', 'saya', 'naik', 'terus', 'ya', 'penggunaan', 'normal', 'max', '85rb', 'bulan', 'lalu', 'membengkak', 'jadi', '300rb', 'sekian', 'karna', 'ada', 'kerusakan', 'di', 'pelampung', 'tandon', 'tapi', 'sudah', 'dibetulkan', 'dari', 'bulan', 'lalu', 'sekarang', 'kok', 'tagihannya', 'malah', 'jadi', '500rb']"
"['kalilom', 'lor', 'timur', 'gang', '6', 'air', '2', 'hari', 'gak', 'masuk', 'duh', 'susah']"
"['pdam', 'tdk', 'keluar', 'kalilom', 'lor', 'timur', 'gang', '6', 'aduh', 'susah', 'udah', 'komplain', 'tapi', 'lama', 'aduh']"
"['tadi', 'barusan', 'ada', 'entah', 'oknum', 'atau', 'pegawai', 'pdam', 'datang', 'tapi', 'tidak', 'sesuai', 'sop', 'tolong', 'untuk', 'wilayah', 'kebraon', 'dipantau', 'lagi', 'dan', 'disesuaikan', 'dengan', 'sop', 'yang', 'sudah', 'dibuat', 'oleh', 'pdam', 'sendiri', 'saya', 'ada', 'videonya', 'jadi', 'saya', 'ada', 'bukti', 'bilang', 'begitu', 'mohon', 'di', 'perketat', 'lagi', 'untuk', 'petugas', 'lapangan', 'supaya', 'kita', 'sebagai', 'konsumen', 'juga', 'yakin', 'bahwa', 'itu', 'dari', 'pdam', 'pusat']"
"['halo', 'kenapa', 'hot', 'line', '0800', 'tidak', 'bisa', 'dihubungi', 'sudah', 'saya', 'coba', 'tiap', 'hari', 'beberapa', 'kali', 'semingguan', 'ini', 'menu', '1', 'sibuk', 'terus', 'mau', 'konfirmasi', 'sudah', 'disurvey', 'tapi', 'tidak', 'ada', 'kelanjutan']"
"['iya', 'kenapa', 'banget', 'gini', 'selalu', 'beeberapa', 'bulan', 'pasti', 'ada', 'kejutan', 'tiba2', 'tagihan', 'jadi', 'berlipat', 'lipat', 'kenanya']"
"['penangganan', 'nya', 'lama', 'sekali', 'di', 'wa', 'tidak', 'ada', 'kelanjutan', 'di', 'dm', 'juga', 'lama', 'skali']"
"['halo', 'pdam', 'daerah', 'simomulyo', 'baru', 'mati', 'aliran', 'airnya', 'kok', 'ndak', 'ada', 'pemberitahuan', 'ya']"
"['dari', 'sabtu', 'malam', 'sampai', 'skr', 'minggu', 'tgl', '25', 'mei', 'masih', 'belum', 'nyala']"
"['sdh', 'laporan', 'hotline', 'blm', 'ada', 'petugas', 'yg', 'datang', 'tolong', 'responnya']"
"['saya', 'juga', 'min', 'untuk', 'pemasangan', 'baru', 'survei', 'sdah', 'lewat', '1', 'minggu', 'levih', 'tpi', 'belum', 'ada', 'kelanjutan', 'bisa', 'apa', 'ga', 'bisanya']"
"['ini', 'gimana', 'min', 'wonosari', 'bulak', 'banteng', 'dan', 'sekitarnya', 'airnya', 'mati', 'haduhhh', 'haduhhh']"
"['tolong', 'sampaikan', 'kepada', 'karyawan', 'yg', 'bernama', 'imam', 'chanafi', 'untuk', 'membayar', 'hutang', 'nya']"
"['pak', 'masak', 'belum', 'bayar', '3', 'bulan', 'biaya', 'admin', 'udah', '300k', 'ajaaini', 'bener', 'harga', 'segitu', 'gilaa']"
"['antri', 'survey', 'terus', 'update', 'statusnya', 'ganti', 'alamt', 'tidak', 'ketemu', 'disuruh', 'hubungi', 'wa', 'bot', 'lagi', 'padahal', 'pas', 'pengajuan', 'sudah', 'di', 'pin', 'lokasinya', 'nomer', 'rumah', 'juga', 'ada', 'jelas', 'kok', 'bisa', 'gak', 'ketemu', 'gak', 'niat', 'banget', 'wtf', 'cek', 'dm', 'min']"
"['barusan', 'ada', 'petugas', 'pdam', 'dtg', 'kerumah', 'saya', 'dg', 'tujuan', 'peremajaan', 'meteran', 'tetapi', 'petugas', 'tdk', 'memberikan', 'surat', 'tugasnya', 'dan', 'tdk', 'memakai', 'idcard', 'apakah', 'memang', 'benar', 'sedang', 'ada', 'peremajaan', 'meteran', 'air', 'untuk', 'wilayah', 'kel', 'nginden', 'jangkungan']"
"['komplen', 'kenapa', 'beberapa', 'bulan', 'tagihan', 'air', 'naik', 'terus', 'ya']"
"['kenapa', 'beberapa', 'bulan', 'tagihan', 'air', 'naik', 'terus', 'ya']"
"['pdam', 'kota', 'bogor', 'tolong', 'di', 'bagusin', 'pak', 'biar', 'klo', 'pagi', 'dan', 'sore', 'ga', 'mati', 'air', 'jd', 'mau', 'ngapa', 'ngapain', 'gak', 'bisa']"
"['pelayanan', 'pemerintah', 'modern', 'tapi', 'dilapangan', 'seperti', 'jaman', 'majapahit', 'nagih', 'nomor', '1', 'pelayanan', 'stagnan']"
"['saya', 'telpon', '2', 'hari', 'sibuk', 'terus']"
"['malam', 'pdam', 'surabayaini', 'saya', 'mau', 'mengajukan', 'pengaduanini', 'saya', 'mau', 'meninggikan', 'meteran', 'airterus', 'di', 'suruh', 'bayar', '328ksetelah', 'bayar', 'kok', 'gak', 'di', 'respons', 'ya', 'di', 'wasudah', '1', 'minggu', 'lebih', 'setelah', 'bayar', 'gak', 'ada', 'petugas', 'yang', 'datangterus', 'uang', 'yang', 'saya', 'bayar', 'kemarin', 'kemanaminta', 'tolong', 'untuk', 'di', 'tindak', 'lanjuti']"
"['kebraon', 'air', 'mati', 'ya']"
"['malam', 'ini', 'di', 'wilayah', 'balas', 'klumprikpondok', 'maritim', 'pdam', 'mati', 'yakok', 'tdk', 'ada', 'pemberitahuan', 'to']"
"['air', 'mati', 'area', 'dukuh', 'pakis', 'gak', 'ada', 'pemberitahuan', 'sih', 'min']"
"['halo', 'pdam', 'wilayah', 'babatan', 'kec', 'wiyung', 'airnya', 'mati', 'sampe', 'kapan', 'mengalir', 'lagi']"
"['selamat', 'malam', 'daerah', 'putat', 'jaya', 'air', 'tidak', 'keluar', 'apa', 'ada', 'kendala']"
"['maaf', 'min', 'mau', 'nayakalu', 'ganti', 'meteran', 'apa', 'harus', 'bayar', 'ya']"
"['pemasangan', 'baru', 'tidak', 'ada', 'kelanjutan', 'setelah', 'surveykatanya', 'bisa', 'komplain', 'cs', 'lewat', 'wasedangkan', 'di', 'wa', 'gak', 'ada', 'tanggapan…']"
"['siap', 'terima', 'kasih', 'pak']"
"['aliran', 'air', 'di', 'mojo', 'segera', 'ditindak', 'lanjuti', 'dari', 'pada', 'saya', 'datangi', 'kantornya']"
"['maaf', 'ni', 'mau', 'tanya', 'kalau', 'air', 'pdam', 'daerah', 'surabaya', 'wiyung', 'kotor', 'sminggu', 'lebih', 'tolong', 'di', 'cek', 'kondisi', 'tandon', 'atau', 'stok', 'air', 'trimakasih']"
"['min', 'kalau', 'puteran', 'pdam', 'dol', 'itu', 'sya', 'ngadu', 'kesiapa', 'ya']"
"['pdam', 'ga', 'waras', 'tagihan', 'setelah', 'hari', 'raya', 'selalu', 'tiba2', 'naik', 'drastis', 'petugas', 'salah', 'nyatat', 'harusnya', '14', 'malah', 'ditulis', '114', 'gilak', 'tagihanku', 'jadi', '500rb', 'bulan', 'ini', 'gila', 'jgn', 'ngawur', 'lah', 'org', 'di', 'rmh', 'isinya', 'cmn', '2', 'org', 'gaada', 'kebocoran', 'sama', 'sekali', 'gaada', 'kolam', 'renang', 'air', 'cmn', 'di', 'pake', 'buat', 'mandi', 'saka', 'cuci', 'baju', 'kok', 'bisa', 'tagihan', 'bulan', 'mei', 'kmrn', '500rb', 'gils']"
"['td', 'ada', 'petugas', 'pdam', 'ke', 'rmh', 'namun', 'tdk', 'menggunakan', 'seragam', 'resmin', 'pdam', 'katanya', 'mau', 'peremajaan', 'meteran', 'apa', 'betul', 'untuk', 'kelurahan', 'dukuh', 'menanggal']"
"['ngajuin', 'surat', 'keberatan', 'tagihan', 'dari', 'bulan', 'januari', 'sampe', 'sekarang', 'gak', 'ada', 'tanggapan', 'tagihan', 'naik', 'gara2', 'meter', 'pdam', 'yg', 'rusak', 'malah', 'pelanggan', 'yang', 'harus', 'bayar', 'kelebihan', 'tagihannya', 'sekelas', 'perusahaan', 'daerah', 'koq', 'gak', 'profesional', 'gini']"
"['sy', 'sudah', 'pernah', 'dm', 'telpon', 'cs', 'masa', 'iya', 'kalo', 'serius', 'di', 'follow', 'up', 'sampe', '4', 'bulan']"
"['iya', 'stop', 'kran', 'atau', 'puteran', 'yg', 'dimeteran', 'airnya', 'itu', 'sya', 'sudah', 'telp', 'ke', 'call', 'center', 'pdam', 'tapi', 'gk', 'aktif', 'gk', 'bisa', 'ditelp']"
"['sya', 'sudah', 'whatsapp', 'centernya', 'pdam', 'sudah', 'direspon', 'harus', 'ganti', 'stopkrannya', 'dgn', 'harga', '197580']"
