username,text
tiara_180319,"['siap', 'terima', 'kasih', 'pak']"
leonidas_alexanders_strongest,"['aliran', 'air', 'di', 'mojo', 'segera', 'ditindak', 'lanjuti', 'dari', 'pada', 'saya', 'datangi', 'kantornya']"
dianto0996,"['maaf', 'ni', 'mau', 'tanya', 'kalau', 'air', 'pdam', 'daerah', 'surabaya', 'wiyung', 'kotor', 'sminggu', 'lebih', 'tolong', 'di', 'cek', 'kondisi', 'tandon', 'atau', 'stok', 'air', 'trimakasih']"
shicya_cute,"['min', 'kalau', 'puteran', 'pdam', 'dol', 'itu', 'sya', 'ngadu', 'kesiapa', 'ya']"
faizahindryna,"['pdam', 'ga', 'waras', 'tagihan', 'setelah', 'hari', 'raya', 'selalu', 'tiba2', 'naik', 'drastis', 'petugas', 'salah', 'nyatat', 'harusnya', '14', 'malah', 'ditulis', '114', 'gilak', 'tagihanku', 'jadi', '500rb', 'bulan', 'ini', 'gila', 'jgn', 'ngawur', 'lah', 'org', 'di', 'rmh', 'isinya', 'cmn', '2', 'org', 'gaada', 'kebocoran', 'sama', 'sekali', 'gaada', 'kolam', 'renang', 'air', 'cmn', 'di', 'pake', 'buat', 'mandi', 'saka', 'cuci', 'baju', 'kok', 'bisa', 'tagihan', 'bulan', 'mei', 'kmrn', '500rb', 'gils']"
niarizkyy,"['td', 'ada', 'petugas', 'pdam', 'ke', 'rmh', 'namun', 'tdk', 'menggunakan', 'seragam', 'resmin', 'pdam', 'katanya', 'mau', 'peremajaan', 'meteran', 'apa', 'betul', 'untuk', 'kelurahan', 'dukuh', 'menanggal']"
harry_loe,"['ngajuin', 'surat', 'keberatan', 'tagihan', 'dari', 'bulan', 'januari', 'sampe', 'sekarang', 'gak', 'ada', 'tanggapan', 'tagihan', 'naik', 'gara2', 'meter', 'pdam', 'yg', 'rusak', 'malah', 'pelanggan', 'yang', 'harus', 'bayar', 'kelebihan', 'tagihannya', 'sekelas', 'perusahaan', 'daerah', 'koq', 'gak', 'profesional', 'gini']"
harry_loe,"['sy', 'sudah', 'pernah', 'dm', 'telpon', 'cs', 'masa', 'iya', 'kalo', 'serius', 'di', 'follow', 'up', 'sampe', '4', 'bulan']"
shicya_cute,"['iya', 'stop', 'kran', 'atau', 'puteran', 'yg', 'dimeteran', 'airnya', 'itu', 'sya', 'sudah', 'telp', 'ke', 'call', 'center', 'pdam', 'tapi', 'gk', 'aktif', 'gk', 'bisa', 'ditelp']"
shicya_cute,"['sya', 'sudah', 'whatsapp', 'centernya', 'pdam', 'sudah', 'direspon', 'harus', 'ganti', 'stopkrannya', 'dgn', 'harga', '197580']"
essazulfikarsalas,"['halo', 'kak', 'selamat', 'malam', 'maaf', 'mengganggu', 'waktunya', 'saya', 'ingin', 'menyampaikan', 'keluhan', 'terkait', 'aliran', 'air', 'pdam', 'di', 'wilayah', 'tempat', 'tinggal', 'saya', 'di', 'daerah', 'keputih', 'makam', 'blk', 'e1', 'sudah', 'cukup', 'lama', 'air', 'hanya', 'mengalir', 'pada', 'malam', 'hari', 'sekitar', 'pukul', '2300', 'ke', 'atas', 'sedangkan', 'dari', 'pagi', 'hingga', 'sore', 'hari', 'sama', 'sekali', 'tidak', 'ada', 'aliran', 'air', 'hal', 'ini', 'tentu', 'sangat', 'menyulitkan', 'aktivitas', 'rumah', 'tangga', 'kami', 'selain', 'itu', 'tekanan', 'air', 'yang', 'masuk', 'ke', 'rumah', 'sangat', 'kecil', 'bahkan', 'jika', 'saya', 'lupa', 'menutup', 'valve', 'pipa', 'air', 'di', 'tandon', 'bisa', 'tersedot', 'habis', 'diduga', 'karena', 'sistem', 'distribusi', 'air', 'di', 'lingkungan', 'kami', 'menggunakan', 'skema', 'seri', 'bukan', 'paralel', 'ini', 'menyebabkan', 'aliran', 'air', 'tidak', 'stabil', 'dan', 'tidak', 'tersedia', 'selama', '24', 'jam']"
ainunnadifah22,"['tagihan', 'yg', 'sangat', 'tidak', 'masuk', 'akal', 'jika', 'kelas', 'tarif', 'dipindah', 'ya', 'harus', 'info', 'dong', 'ga', 'langsung', 'di', 'naikkan', 'harga', 'pdam', 'dr', 'harga', '60rb', 'bulan', 'ini', 'masuk', '190rb', 'usaha', 'kecil', 'diperkampung', 'untung', 'pun', 'hanya', 'sedikit']"
esuhar1,"['air', 'pdam', 'daerah', 'jemurwonosari', 'pagi', 'sdh', 'mati', 'sore', 'juga', 'kalau', 'pun', 'keluar', 'kecil', 'juga', 'kotor', 'tolong', 'd', 'cek']"
hermawan_soekadi,"['ancene', 'lemot', 'pdam', 'iku', 'q', 'ae', 'hmpir', '2', 'minggu', 'wes', 'laporan', 'materan', 'q', 'mati', 'n', 'banyu', 'metu', 'e', 'ciliksampek', 'saiki', 'lho', 'grong', 'ditangani']"
hermawan_soekadi,"['yo', 'sido', 'tak', 'ajak', 'ngopi', 'lak', 'ketemu', 'q', 'bah', 'orie', 'bah', 'gakmbulet', 'sikat', 'ae', 'langsung', 'prei', 'wong', 'ruwet']"
hermawan_soekadi,"['wes', 'mari', 'ket', 'mau']"
hermawan_soekadi,"['wes', 'mari', 'ket', 'mau', 'wes', 'kunu', 'ndang', 'diwoco', 'dm', 'q', 'n', 'lngsung', 'bergerak', 'ngunu', 'lho']"
bakoelkopi_sby,"['pertanyaan', 'retribusi', '11rb', 'di', 'kampung', 'itu', 'buat', 'apa', 'ya']"
novandi_dwi,"['pak', 'tolong', 'tenggumung', 'wetan', 'gang', 'garuda', 'mati', 'udah', '3', 'hari', 'ini', 'tolong', 'di', 'tindak', 'lanjuti']"
maykliray,"['dds', 'e', 'g', 'dzddanz']"
diandrawulan113,"['kenapa', 'air', 'd', 'kalijudan', 'mati', 'hari', 'ini', 'sampai', 'sekarang', 'blm', 'klwr']"
sismianah,"['air', 'pdam', 'wilayah', 'utara', 'surabaya', 'setro', 'baru', 'utara', 'sulit', 'mengalir', 'kecil', 'tolong', 'di', 'tl']"
sismianah,"['tolong', 'dicek', 'setro', 'baru', 'utara', 'air', 'terlalu', 'kecil', 'sehingga', 'tandon', 'tidak', 'mengisi', 'tolong', 'di', 'tindak', 'lanjuti', 'terimakasih', 'setro', 'baru', 'utara', '9']"
sismianah,"['siap', 'saya', 'sdh', 'dm']"
sismianah,"['siap', 'saya', 'sudah', 'dm']"
sismianah,"['pdam', 'tidak', 'keluar', 'air', 'setro', 'baru', 'utara', '9']"
sismianah,"['mohon', 'ditindak', 'lanjuti']"
diahpalupi1,"['cra', 'hubungi', 'gmna', 'ya', 'biar', 'ada', 'kejelasan', 'sya', 'sudah', 'byar', 'biaya', 'penggantian', 'stop', 'kran', 'ktanya', 'nunggu', '17hari', 'tp', 'smpai', 'hari', 'ke', '7', 'blm', 'ada', 'petugas', 'dtang', 'tlong', 'pencerahan', 'nya', 'min']"
than.tawan_,[]
reza_somad,"['biasanya', 'petugas', 'pdam', 'sdh', 'ijin', 'rt', 'dan', 'petugas', 'keamanan']"
annisanmy,"['pdam', 'naik', 'melulu', 'ya']"
aini_al_aydrus,"['air', 'ya', 'klo', 'pagi', 'dan', 'jam', '3', 'sore', 'kenapa', 'selalu', 'mati']"
dhevygilang,"['pdam', 'februari', 'melonjak', 'sekali', 'ya', 'admin', 'biasany', 'normal', '500rbuan', 'ini', 'di', 'cek', 'hampir', '700', 'ribuan', 'mohon', 'di', 'bantu', 'infonya']"
dhevygilang,"['4366728', 'usman']"
muarizkis,"['halo', 'saya', 'pakai', 'cuma', '4m3', 'setiap', 'bulan', 'kenapa', 'tagihan', 'selalu', '10m3', 'ya', 'kak']"
mr_yoel_setiawan,"['petugas', 'yg', 'dtg', 'ada', 'bbrpa', 'jd', 'bingung']"
mr_yoel_setiawan,"['iya', 'smua', 'berseragamwaktu', 'itu', 'ada', 'yf', 'bawa', 'alat', 'trus', 'di', 'tempel', 'ke', 'meteran']"
mr_yoel_setiawan,"['nah', 'masalahe', 'ketika', 'selesai', 'dia', 'br', 'tanya', 'ini', 'alamatnya', 'mana', 'ya', 'pak', 'kalau', 'mendeteksi', 'keocoran', 'kan', 'hrs', 'e', 'sudah', 'ada', 'surat', 'jalan', 'ke', 'blok', 'mana', 'dan', 'no', 'brp']"
jefrisusilo,"['laporan', 'ke', 'pdam', 'tambah', 'dikasih', 'nomer', 'pencatat', 'meterditelp', 'gaknisanwoi', 'piye', 'iki', 'tagihan', 'ku', 'gak', 'sesuai', 'meteran', 'fast', 'respon', 'dong']"
jefrisusilo,['woimin']
cholik46,"['benar', 'nih', 'di', 'alamat', 'tenggumung', 'karya', 'gang', '2', 'surabaya', 'jam', '3', 'subuh', 'sampai', 'jam', '10', 'pagi', 'mati', 'terus', 'jam', '4', 'sore', 'sampai', 'jam', '7', 'malam', 'mati']"
aini_al_aydrus,"['sama', 'pak', 'begitu', 'truss', 'udh', 'lapor', 'bolak', 'balek', 'tetep', 'bgitu']"
minimey743,"['2', 'bulan', 'tagihan', 'air', 'kenapa', 'melonjak', 'ya']"
dshellysss,"['sama', 'naik', 'semua', 'ini', 'juga', 'komplenbiasanya', 'cuma', '90an', 'sekrang', '230anduh', 'semua', 'serba', 'membayar', 'to', '…jadi', 'g', 'percaya', 'sama', 'pemerintah', 'begini']"
illy.disini,"['sama', 'bgt', 'kak', 'biasa', '80rb', 'eh', 'tba2', 'maret', '290', 'aneh', 'bgt', 'pdhl', 'petugas', 'dateng', 'jg', 'ga', 'ada', 'kebocoran', 'makin', 'ga', 'pham', 'lg', 'sistemnya', 'gmnaaa']"
iirmawulan,"['denda', 'pdam', 'telat', 'ngalah2in', 'pinjol', '50k', 'jadi', '150k', 'parahhh']"
iirmawulan,"['sudah', 'bayar', 'saya', 'denda', 'telat', '200', 'gilaa', 'bgt']"
endahhtopa,"['kenapa', 'ya', 'pdam', 'saya', 'itu', 'dulunya', 'tarifnya', 'gol', '13', 'tibatiba', 'berubah', 'jadi', '21', 'padahal', 'tetangga', 'saya', 'semuanya', 'tarif', 'gol', 'nya', '13', 'ada', 'yg', 'seperti', 'saya', 'tapi', 'itu', 'punya', 'kos', 'sedangkan', 'saya', 'saja', 'rumah', 'pribadi', 'dan', 'gk', 'menyalurkan', 'air', 'ke', 'tetangga', 'rumah', 'saya', 'juga', 'gk', 'besar', 'malahan', 'ada', 'lho', 'dipintunya', 'tulisan', 'keluarga', 'miskin', 'yg', 'dari', 'pemerintah', 'garagara', 'hal', 'itu', 'tarif', 'pdam', 'saya', 'menjadi', 'banyak', 'setiap', 'bulannya', 'padahal', 'saya', 'sampai', 'ngirit', 'pakai', 'air', 'nya']"
akmalfrd,"['sakben', 'maghrib', 'banyune', 'buko', 'makane', 'g', 'mancur', 'opo', 'sanyomu', 'rusak', 'gak', 'kuat', 'nyemprot', 'sampek', 'kapas', 'gading', 'madya']"
_mumu.m12,"['dari', 'pagi', 'tadi', 'air', 'nggak', 'keluar', 'parah', 'parah']"
_mumu.m12,"['udah', 'dm', 'nggak', 'dibalas', 'percuma']"
restiani41,"['air', 'yg', 'keluar']"
rereawandaerto,"['hari', 'ini', 'barusan', 'jam', '1445', 'wib', 'air', 'mati', 'di', 'daerah', 'kebraon', 'tolong', 'petugas', 'cek', 'ke', 'lapangan']"
yohanwahyudi581,[]
fredlina,"['mohon', 'dibantu', 'pak', 'pdam', 'wilayah', 'kebraon', 'dst', 'air', 'tidak', 'mengalir', 'dari', 'tgl', '1102025', 'jm', '8', 'malam', 'smpe', 'pagi', 'ini', 'dan', 'itu', 'sering', 'terjadi', 'tidak', 'ada', 'kompensasi', 'air', 'tangki']"
pundirama,"['wayahe', 'budal', 'sekolah', 'budal', 'kerjo', 'malah', 'pdam', 'mati', 'daerah', 'pondok', 'maritim', 'kelbalas', 'klumprik']"
yusuf_yogadinata,"['daerah', 'gading', 'karya', 'ben', 'isuk', 'mati', 'banyune', 'sore', 'yo', 'mati']"
yusuf_yogadinata,"['wes', 'sak', 'ulan', 'lebih', 'ngono', 'terus']"
bremana_adi,"['sore', 'sampai', 'malam', 'air', 'mati', 'daerah', 'komplek', 'tni', 'al', 'juanda', 'menyusahkan']"
bremana_adi,"['belum', 'juga', 'keluar', 'air', 'gimana', 'ini']"
bremana_adi,"['komplek', 'tni', 'al', 'juanda', 'dari', 'kemarin', 'sore', 'kami', 'tidak', 'ada', 'air', 'mau', 'sekolah', 'mau', 'ke', 'kantor']"
agungprasetyodh,"['air', 'di', 'kebraon', 'hari', 'ini', 'mati', 'lagi', 'tp', 'tidak', 'ada', 'informasi', 'sm', 'sekali', 'petugas']"
ardigun09,"['hari', 'ini', 'pagi', 'pdam', 'di', 'kebraon', 'gang', 'sekolahan', 'mati', 'sejak', 'perbaikan', 'di', 'gang', 'tomat', 'kebraon', 'tiap', 'pagi', 'mati', 'dan', 'debit', 'air', 'mengecil', 'mohon', 'ada', 'perbaikan', 'di', 'wilayah', 'sini', 'pokoknya', 'sejak', 'saat', 'itu', 'tekanan', 'air', 'di', 'sini', 'berkurang', '50', 'tiap', 'pagi', 'mati', 'antara', 'jam', '5', 'sampai', 'jam', '8an']"
agungprasetyodh,"['tidak', 'keluar', 'min', 'tolong', 'sdh', '12', 'jam', 'mati', 'air', 'tandon', 'sdh', 'menipis']"
galang_rizza43,"['pak', 'hari', 'ini', 'pdam', 'daera', 'panjang', 'jiwo', 'juga', 'mati']"
agungprasetyodh,"['sudah', 'semua', 'sy', 'menghubungi', 'melalui', 'telpon', 'pukul', '0700', 'wib', 'tapi', 'sampai', 'siang', 'ini', 'tidak', 'ada', 'petugas', 'yang', 'datang']"
agus_luigi,"['hari', 'senin', 'tgl', '06', 'okt', 'baru', 'kemarin', 'petugas', 'pdam', 'datang', 'ganti', 'meteran', 'barutapi', 'setelah', 'diganti', 'knp', 'meteran', 'sering', 'gerak', 'padahal', 'kran', 'air', 'nutup', 'semua', 'lokasi', 'kedung', 'barukrungkut']"
agungprasetyodh,"['alhamdulilah', 'sudah', 'selesai', 'permasalahannya', 'ada', 'petugas', 'perbaikan', 'pipa', 'bocor', 'dekat', 'lokasi', 'terima', 'kasih', 'banyak']"
anitaoffice2025,"['selamat', 'pagi', 'pdam', '3', 'hari', 'berturut', 'turut', 'pdam', 'di', 'gayung', 'kebonsari', 'dalam', 'no3', 'pagi', 'tidak', 'keluar', 'airnya', 'nanti', 'air', 'mengalir', 'baru', 'siang', 'jam', '10', 'mohon', 'infonya', 'dan', 'bantuan', 'nya']"
anitaoffice2025,"['selesai', 'jam', 'berapa', 'ya', 'kak', 'dan', 'untuk', 'berapa', 'hari', 'lagi', 'selesai', 'pekerjaan', 'nya']"
tatong_pudjantoko,"['jadwal', 'catat', 'mandiri', 'kenapa', 'tanggal', 'berubah', 'terus', 'jadi', 'kepikiran', 'kalau', 'mau', 'pergi', 'ke', 'luar', 'kota']"
mirandaaa14,"['hallo', 'min', 'kenapa', 'telpon', 'ke', 'no', '0800', '192', '6666', 'sibuk', 'terus', 'ya', 'min']"
susii_lowati19,"['di', 'keterangan', 'nya', 'proses', 'cepat', 'saya', 'ngumpulin', 'berkas', 'dari', 'tgl', '22', 'september', 'smpai', 'sekarang', 'masih', 'blm', 'ada', 'pemasangan']"
susii_lowati19,"['sudah', 'saya', 'kirim', 'pesan', 'kemarin']"
baimmm,"['setelah', 'daftar', 'online', 'via', 'aplikasi', 'biasanya', 'untuk', 'lanjut', 'ke', 'tahap', 'verifikasi', 'dan', 'selanjutnya', 'sampai', 'pemasangan', 'butuh', 'waktu', 'berapa', 'lama', 'min']"
katschisby,"['last', 'week', 'someone', 'from', 'pdam', 'visited', 'the', 'house', 'my', 'wife', 'handled', 'it', 'no', 'paper', 'nothing', 'only', 'the', 'information', 'that', 'the', 'appointment', 'to', 'change', 'the', 'meter', 'has', 'to', 'be', 'scheduled', 'meter', 'is', 'not', 'working', 'and', 'until', 'now', 'one', 'week', 'later', 'no', 'information', 'at', 'all', 'service', 'yeah', 'please', 'check', 'what', 'this', 'means', 'this', 'way', 'has', 'nothing', 'to', 'do', 'with', 'service', 'do', 'you', 'need', 'more', 'info', 'please', 'request', 'it', 'via', 'messenger', 'thanks']"
baimmm,"['sudah', 'min', 't20250005555', 'mohon', 'bantuannya', 'min']"
opera8176,"['min', 'daerah', 'jalan', 'gresik', 'mati', 'pdamnya', 'mohon', 'ditindak', 'lanjuti', 'gak', 'ada', 'air', 'sama', 'sekali', 'ini']"
ryzen70_,"['saya', 'mengajukan', 'penxaftaran', 'pemasangan', 'bari', 'tapi', 'tidak', 'ada', 'respon', 'sama', 'sekali', 'dari', 'whatsap', 'maupun', 'call', 'center', 'tidak', 'bisa', 'dihubungi']"
roniaffandironi,"['kalau', 'mau', 'daftar', 'bru', 'persyaratan', 'nya', 'ap', 'aj']"
lani.tami,"['kenapa', 'ya', 'air', 'pdam', 'sepertinya', 'ada', 'waktunya', 'dy', 'ga', 'kluar', 'di', 'jam', 'pagi', 'dan', 'jam', 'sore', 'pas', 'mau', 'subuh', 'air', 'susah', 'waktu', 'mau', 'magrib', 'air', 'susah', 'setelah', 'jam', '7', 'pagi', 'dan', 'jam', '1830', 'baru', 'keluar', 'lagi', 'dan', 'itu', 'tdk', 'hanya', 'rmh', 'saya', 'trnyata', 'semua', 'tetangga', 'sy', 'juga', 'sprt', 'itu', 'mohon', 'lancarkan', 'lagi', 'spt', 'semula', 'krn', 'air', 'kebutuhan', 'dan', 'utk', 'ibadah', 'terimakasih']"
wennyisnaeni,"['hari', 'ini', 'pdam', 'mati', 'di', 'wilayah', 'perumahan', 'pondok', 'maritim', 'tapi', 'tdk', 'ada', 'pemberitahuanbangun', 'tidur', 'sdh', 'mati', 'petanak2', 'dan', 'para', 'pekerja', 'sekolah', 'butuh', 'air', 'buat', 'mandi']"
kartarsurabaya.official,"['selamat', 'hari', 'pahlawan']"
mhmdrizkyy12._,"['selamat', 'hari', 'pahlawann']"
presarioqalamm,"['selamat', 'hari', 'pahlawan']"
sheiraekaa,"['selamat', 'hari', 'pahlawan']"
cakrofiq46,"['selamat', 'hari', 'pahlawan', 'untuk', 'satria', 'surya', 'sembada', 'sby']"
rajwaazhf,"['selamat', 'hari', 'pahlawan']"
ratu_yuliana77,"['selamat', 'hari', 'pahlawan', 'surabayaku', 'dan', 'pdam', 'surabaya', 'salam', 'dari', 'arek', 'suroboyo']"
widyarigga,"['bangga', 'jadi', 'arek', 'suroboyo']"
mhmdrizkyy12._,[]
isnainihandari,"['semangat', 'terus', 'untuk', 'berinovasi', 'pdam', 'surya', 'sembada', 'surabaya']"
kel_sukomanunggal.sby,"['informasi', 'kami', 'sebarkan', 'lagi', 'ke', 'warga', 'terimakasih', 'admin']"
heframid,"['terima', 'kasih', 'informasinya', 'pdam', 'surya', 'sembada', 'semoga', 'proses', 'pemasangan', 'tube', 'settler', 'di', 'ipam', 'karangpilang', '2', 'berjalan', 'dengan', 'lancar', 'tanpa', 'kendala', 'berarti', 'kami', 'berharap', 'pekerjaan', 'ini', 'dapat', 'meningkatkan', 'kualitas', 'dan', 'kelancaran', 'distribusi', 'air', 'bersih', 'ke', 'seluruh', 'pelanggan', 'bagi', 'warga', 'di', 'wilayah', 'yang', 'terdampak', 'semoga', 'tetap', 'sabar', 'dan', 'bisa', 'menyesuaikan', 'selama', 'proses', 'ini', 'berlangsung', 'semoga', 'pelayanan', 'air', 'bisa', 'segera', 'normal', 'kembali', 'dan', 'bahkan', 'lebih', 'baik', 'dari', 'sebelumnya']"
li2n9,"['apakah', 'air', 'akan', 'mengecil', 'hingga', '25', 'nov', 'ato', 'hanya', 'utk', 'hari', 'ini']"
vthree_fashion,"['min', 'itu', 'gk', 'sampe', 'mati', 'kan', 'hanya', 'mengecil', 'saja', 'ya']"
isnievanya,"['rejosari', 'bemowo', 'sby', 'brt', 'debiy', 'air', 'e', 'banteran', 'pipis', 'e', 'jaran', 'min', 'poneh', 'jam', 'arek', 'budal', 'sekolah', 'mbek', 'jam', 'mandi', 'sore', 'mati', 'pesss', 'banter', 'e', 'tengah', 'wengi', 'tok', 'lha', 'nek', 'gak', 'nduwe', 'tandon', 'mosok', 'yo', 'dikon', 'adus', 'masak', 'umbah2', 'tengah', 'wengi', 'min', 'mbayare', 'pancet', 'ae', 'eh', 'ulan', 'wingi', 'mundak', 'seh', 'wes', 'lapor', '2kali', 'pancet', 'ae', 'dzalim', 'min', 'astaghfirullah']"
isnievanya,['benowo']
rendra_0816,"['andalan', 'ip2']"
glewo__22,[]
presarioqalamm,"['makasih', 'min', 'infonya']"
reyhanathaa_,"['asik', 'bgt', 'di', 'museum', '10', 'nopember']"
akmalreyhnth,"['wajib', 'nih', 'ke', 'museum', '10', 'nopember']"
sheiraekaa,"['gak', 'pernah', 'bosan', 'meskipun', 'udah', 'berkalikali', 'kesanaa']"
ann.wattimena,"['pingin', 'kesana', 'lagiii']"
fachryandd,"['keren', 'bgttt', 'museum', '10', 'nopember']"
nrkumalakn___,"['wahhh', 'ini', 'sih', 'masuk', 'daftar', 'destinasi', 'wajib', 'banget', 'kalo', 'lagi', 'main', 'ke', 'surabaya']"
rajwaazhf,"['keren', 'bgt', 'museumnya']"
ella_nurlailiyah,"['kebraon', 'mati', 'lg']"
dhear_ochi,"['simo', 'jawar', 'simomulyo', 'baru', 'sukomanunggal', 'air', 'mati']"
presarioqalamm,"['mantap', 'minn']"
ann.wattimena,['woww']
damaxrif,"['pelayanan', 'jos', 'jis', 'siaga', '24', 'jam']"
fachryandd,"['siaga', '24', 'jam', 'untuk', 'pelanggan']"
flie__1,[]
akmalreyhnth,"['ready', '247', 'melayani']"
surabayaview.id,"['kerennn', 'yang', 'ngedit', 'nih']"
kharistiano28,['sangar']
rizqiamrii,['keren']
widyarigga,"['editornya', 'kelass']"
kaji.sulam,['andalan']
rajwaazhf,['kerennn']
arivinmoch,"['keren', 'sih', 'ini']"
nanang_wid,"['makin', 'kreatif']"
nrkumalakn___,['kerennn']
airorunners,"['semangat', 'buat', 'temen2', 'yg', 'siaga', '24', 'jam', 'agar', 'kondisi', 'fisik', 'tetap', 'terjaga', 'jangan', 'lupa', 'disempatkan', 'olahraga', 'yaa']"
anggachristianhananta,"['semangat', 'teman2', 'untuk', 'melayani', 'warga', 'surabaya']"
m.akmal_haromi,"['berbulan2', 'kami', 'komplen', 'krn', 'tarif', 'tdk', 'sesuaisdh', '3', 'kali', 'komplen', 'yg', 'survei', 'mengatakan', 'seharusnya', 'rmh', 'sy', 'dikenakan', 'tarif', '21', 'tp', 'nyatanya', 'tetap', 'dikenakan', 'tarif', 'rumah', 'mewah', '23', 'lokasu', 'sy', 'dikampung', 'nginden', 'baru', 'iv', 'lebar', 'jalan', '5m', 'luas', 'rumah', '100m2', 'kami', 'byr', 'listrik', 'perbln', '450rb', 'masak', 'dikenakan', 'tarif', '23', 'rmh', 'mewah', 'pelayanan', 'buruk']"
fisioterapisurabaya,"['nice', 'info']"
adi_murachman,"['mohon', 'info', 'kakapakah', 'ada', 'gangguan', 'pembayaran', 'tagihan', 'ya']"
kosmelatiindah,"['min', 'kenapa', 'setiap', 'pagi', 'air', 'mati', 'area', 'wisma', 'lidah', 'kulon']"
usiedila,"['hobby', 'banget', 'sih', 'si', 'pipa', 'bocor', 'terus', 'daerah', 'wiyung']"
yongki.wibowo,"['andai', 'terjadi', 'spt', 'ini', 'apa', 'ada', 'kompensasi', 'dr', 'pdam', 'mengingat', 'kalo', 'telat', 'bayar', 'kita', 'gak', 'akan', 'balas', 'mohon', 'maaf', 'atas', 'ketidaknyamanannya', 'ke', 'pdam', 'sih']"
lee_chamoomilee,"['gak', 'ada', 'info']"
ambarsrrr,"['babatan', 'matek', 'ndang', 'diperbaiki', 'ojo', 'suwe2', 'wes', 'ket', 'bengi', 'mati', 'mosok', 'saiki', 'drg', 'nyala']"
lee_chamoomilee,"['gaisok', 'berkata²', 'parah', 'nemen', 'mau', 'mandi', 'subuh', 'gaisok', 'min', 'kebacut', 'kate', 'mengawali', 'hari', 'lebih', 'petang', 'onok', 'ae', 'gangguan', 'e', 'air', 'mati', 'nang', 'pondok', 'benowo', 'indah', 'gk', 'onk', 'pemberitahuan', 'iki', 'kota', 'suroboyo', 'duduk', 'pelosok', 'gusti', 'pangeran', 'nemen', 'e', 'banyu', 'ne', 'nek', 'onk', 'kali', 'bersih', 'wes', 'nang', 'kali', 'bersih', 'ae', 'gusti', 'alah', 'nemen', 'e', 'pdam', 'e', 'iki', 'ben', 'akhir', 'minggu', 'ngene', 'karepe', 'opo']"
ambarsrrr,"['belum', 'nyala']"
budiwiratmo,"['kak', 'min', 'lapor', 'lagi', 'area', 'gayungsari', 'barat', 'air', 'pdam', 'mati', 'lagi', 'sejak', 'dini', 'hari', 'tadi', 'puluhan', 'bahkan', 'mungkin', 'ratusan', 'rumah', 'karena', 'di', 'rtrt', 'lain', 'mengeluh', 'sama', 'air', 'pdam', 'mati', 'mohon', 'dibantu', 'ya']"
natnu.tt,"['pbi', 'airnya', 'uda', 'nyala', 'kecil', 'tapi', 'keruh', 'banget', 'minn']"
ayusari8667,"['oalah', 'min', 'sasat', 'eh', 'kq', 'ben', 'minggu', 'banyu', 'mati', 'gak', 'onok', 'info']"
frystha.mamitha,"['babatan', 'pratama', 'masih', 'mati', 'min', 'ngene', 'iki', 'kumbahan', 'numpuk', 'kabeh', 'gak', 'isok', 'korah2', 'piring']"
budiwiratmo,"['makasih', 'min']"
wii1i,"['masih', 'mati', 'opo', 'e', 'sing', 'wes', 'normalisasi']"
wii1i,"['belum', 'normal', 'sama', 'sekali', 'area', 'pbi', 'masih', 'mati', 'total']"
ayusari8667,"['sampai', 'jam', 'piro', 'min', 'gak', 'onok', 'banyu', 'blas', 'iki', 'ya', 'opo', 'min']"
ayusari8667,"['sampek', 'jam', 'piro', 'min', 'wes', 'yahmene', 'gorong', 'nyala', 'ae', 'pondok', 'benowo', 'cek', 'nemen', 'eh']"
hervianggarh,"['alhamdulillah', 'sudah', 'nyala', 'terima', 'kasih']"
raden_bgs.k.w,"['mohon', 'info', 'ini', 'wilayah', 'kebraon', 'pondok', 'maritim', 'kok', 'mati', 'ya', 'air', 'nya', 'apakah', 'ada', 'gangguan']"
budiwiratmo,"['kak', 'min', 'ada', 'info', 'titik', 'kerusakan', '3', 'hari', 'yll', 'di', 'perempatan', 'lampu', 'merah', 'jl', 'gayungsari', 'barat', 'katanya', 'masih', 'ada', 'kebocoran']"
vivien_aisyah,"['kebraon', 'air', 'mati', 'gak', 'ada', 'pemberitahuan']"
budiwiratmo,"['video', 'penampakan', 'pipa', 'bocor', 'sudah', 'kami', 'dm', 'kak', 'min']"
pram_de_loviennalkha,"['kebonsari', 'sekolahan', 'jam', '5', 'pagi', 'air', 'dah', 'mati', 'pulang', 'kerja', 'jam', '4', 'sik', 'mati', 'dicari', 'di', 'ig', 'ga', 'ono', 'info', 'gangguan', 'trus', 'berati', 'ga', 'ono', 'pengerjaan']"
raden_bgs.k.w,"['siap', 'sudah', 'aman', 'terima', 'kasih', 'kak', 'admin', 'nya', 'fast', 'response']"
budiwiratmo,"['kak', 'min', 'kalau', 'umpama', 'warga', 'minta', 'bantuan', 'truk', 'tanki', 'air', 'apa', 'ada', 'hari', 'jam', 'operasionalnya']"
budiwiratmo,"['betul', 'min', 'sudah', 'diperbaiki', 'dan', 'sampai', 'saat', 'ini', 'belum', 'ada', 'warga', 'yg', 'mengeluh', 'tidak', 'dapat', 'air', 'lagi', 'terima', 'kasih', 'banyak']"
yisapratama,"['sampe', 'jam', 'berapa', 'nyalane']"
tasyalulaa,"['nyala', 'jam', 'brp', 'pak']"
ad17dp,"['wiyung', 'air', 'matek']"
muhamadgozalirachman,"['air', 'pdam', 'di', 'taman', 'pondok', 'indah', 'wiyung', 'kapan', 'di', 'nyala', 'kan', 'udah', 'ke', 'habisan', 'air', 'di', 'rumah', 'aku', 'kak']"
